Genes	Podocytes	Glomes	Kidney
XLOC_005260	0	0.14744	4.14024
XLOC_005261	77.8511	16.6255	6.05469
XLOC_005262	0.133954	0.193188	1.19624
XLOC_005263	55.7337	10.9888	5.25553
XLOC_005264	0	0.00233667	0
XLOC_005265	0	0	0
XLOC_005266	0	0	0
XLOC_005267	0.464042	0.162905	4.15486
XLOC_005268	0	0	0
XLOC_005269	2.98502	8.60485	16.9014
XLOC_005270	0.241723	1.11802	0
XLOC_005271	0.064058	0.372508	0.123493
XLOC_005272	5.50034	42.6075	10.0784
XLOC_005273	0.815032	0.713341	0.661068
XLOC_005274	0.470081	0.0873497	0.114745
XLOC_005275	0	0	0
XLOC_005276	0	0	0
XLOC_005277	0.006189	0	0.0395035
XLOC_005278	0	0	0
XLOC_005279	0	0.0611892	0
XLOC_005280	0	0	0
XLOC_005281	0	0.0455075	0.029971
XLOC_005282	9.77317	10.7765	16.2481
XLOC_005283	2.27874	6.18314	5.70575
XLOC_005284	0.021104	1.04097	1.72771
XLOC_005285	3.04787	2.16184	0.182994
XLOC_005286	4.8427	2.2626	0.08898
XLOC_005287	8.17548	5.76728	0.862263
XLOC_005288	0	0.028945	0
XLOC_005289	169.548	118.617	257.187
XLOC_005290	0.492489	0.40407	0.54228
XLOC_005291	0	0.348895	10.4487
XLOC_005292	21.2462	19.9363	15.4835
XLOC_005293	27.8241	21.5342	10.2325
XLOC_005294	88.8536	45.025	39.5656
XLOC_005295	0.530588	0.30677	0.62426
XLOC_005296	3.03815	6.77525	3.46009
XLOC_005297	16.9647	25.2661	26.8577
XLOC_005298	11.109	23.653	38.4639
XLOC_005299	13.9532	12.7601	11.0768
XLOC_005300	4.61572	43.0467	17.5943
XLOC_005301	6.58573	8.61483	7.62448
XLOC_005302	0	0	0
XLOC_005303	0	0	0
XLOC_005304	9.48844	17.8099	27.9439
XLOC_005305	136.338	100.7	76.6346
XLOC_005306	0.627524	1.3171	0.163999
XLOC_005307	35.1235	67.8491	66.4374
XLOC_005308	23.7817	31.0982	39.9228
XLOC_005309	7.5308	47.9572	24.4623
XLOC_005310	4.25276	11.0276	9.52115
XLOC_005311	6.22798	11.0521	11.6964
XLOC_005312	7.27969	15.9342	12.8086
XLOC_005313	50.5718	275.542	636.117
XLOC_005314	15.719	17.4482	20.8423
XLOC_005315	20.3218	20.3572	16.5056
XLOC_005316	0	4.07109	0.351515
XLOC_005317	0.426046	9.93676	1.65662
XLOC_005318	0.033945	1.13946	0.147748
XLOC_005319	22.354	31.7834	24.8063
XLOC_005320	0	0	0.123137
XLOC_005321	4.82037	7.02922	5.92284
XLOC_005322	11.7911	11.2996	4.64475
XLOC_005323	3.44882	18.0955	28.4881
XLOC_005324	2.89816	18.5461	26.9511
XLOC_005325	4.94481	26.8606	43.7099
XLOC_005326	1.92519	14.3028	21.5229
XLOC_005327	7.4063	6.37046	2.42233
XLOC_005328	102.237	117.808	110.906
XLOC_005329	0	0	0.0393462
XLOC_005330	0.066045	2.63107	0.182522
XLOC_005331	0.014413	0.305356	0.073663
XLOC_005332	0.385406	0.117096	0.130997
XLOC_005333	1.11435	0.777428	0
XLOC_005334	8.24135	16.9825	14.0605
XLOC_005335	0	0	0
XLOC_005336	0	0	0
XLOC_005337	3.24234	5.1411	5.93092
XLOC_005338	4.84815	9.20021	1.18891
XLOC_005339	0	0.0319947	0
XLOC_005340	3.95234	11.7975	8.52751
XLOC_005341	3.85867	9.31442	5.59988
XLOC_005342	121.321	96.2774	15.2847
XLOC_005343	1.24964	24.0171	16.9119
XLOC_005344	16.7077	19.2674	12.3134
XLOC_005345	0.160022	0.0480527	0
XLOC_005346	0	0	0
XLOC_005347	0	0	0
XLOC_005348	0	0	0
XLOC_005349	8.03235	5.96267	4.236
XLOC_005350	11.7918	12.1546	11.3068
XLOC_005351	0	0	0.355154
XLOC_005352	0	0.0194297	0
XLOC_005353	0	0.916649	0.516642
XLOC_005354	74.2143	43.5748	31.2524
XLOC_005355	22.6498	20.0053	11.5698
XLOC_005356	36.904	32.293	20.371
XLOC_005357	11.7963	12.8954	6.53276
XLOC_005358	1.14603	1.83496	1.27689
XLOC_005359	0	0.012627	0
XLOC_005360	0	0.072864	0.312916
XLOC_005361	0.442005	2.3449	5.49707
XLOC_005362	0.485442	16.2671	1.88456
XLOC_005363	3.09685	8.78776	4.73893
XLOC_005364	3.10932	6.66748	6.18819
XLOC_005365	91.9711	78.1242	60.6314
XLOC_005366	4.67515	3.35352	1.83322
XLOC_005367	0.088719	0.556899	0.0306497
XLOC_005368	3.37061	6.49049	5.03883
XLOC_005369	0.371982	0.5756	0.140566
XLOC_005370	180.702	233.961	182.699
XLOC_005371	1.46564	4.77572	3.01338
XLOC_005372	2.56913	5.14192	4.11859
XLOC_005373	19.7662	29.3149	32.4977
XLOC_005374	0.140949	0.283448	0.145153
XLOC_005375	0.37401	0.386002	0.0119005
XLOC_005376	6.6256	4.7242	5.30846
XLOC_005377	0	0.98525	2.2505
XLOC_005378	0	1.59982	4.28261
XLOC_005379	0.052402	1.06528	2.7904
XLOC_005380	30.3368	31.1941	19.2713
XLOC_005381	140.88	157.191	197.045
XLOC_005382	115.449	117.349	76.4955
XLOC_005383	9.68033	9.05872	7.99358
XLOC_005384	5.95321	33.7197	55.1642
XLOC_005385	13.7552	23.4511	21.6194
XLOC_005386	0	0.0159098	0.054862
XLOC_005387	0	0	0
XLOC_005388	13.1696	24.6784	47.8958
XLOC_005389	0.008529	0.762906	0.842856
XLOC_005390	7.69846	65.6098	131.9
XLOC_005391	4.31295	14.6613	12.628
XLOC_005392	9.74445	13.7816	15.6249
XLOC_005393	0.860341	10.57	23.7788
XLOC_005394	0.947489	1.88379	1.89668
XLOC_005395	0.79404	2.28656	1.89933
XLOC_005396	31.5819	43.7402	35.6008
XLOC_005397	0	1.69641	16.5549
XLOC_005398	0	0.3157	1.60616
XLOC_005399	0	0	0
XLOC_005400	17.9221	10.3016	5.87521
XLOC_005401	20.104	12.5108	11.429
XLOC_005402	1.10898	1.14831	0.633601
XLOC_005403	3.04371	3.74314	1.96477
XLOC_005404	0	0	0
XLOC_005405	0	0	0
XLOC_005406	5.76058	51.1799	4.08939
XLOC_005407	3.88075	8.83754	2.69233
XLOC_005408	5.68968	8.64955	2.31969
XLOC_005409	0.284423	1.27521	0.204998
XLOC_005410	11.9166	16.227	14.7735
XLOC_005411	2.06656	8.68749	13.306
XLOC_005412	1.59073	7.69615	9.64056
XLOC_005413	0.709364	4.26881	6.63696
XLOC_005414	8.59063	23.9573	11.3675
XLOC_005415	0	0	0
XLOC_005416	1.84648	3.42629	1.91448
XLOC_005417	0	0.227368	0.219006
XLOC_005418	0.005044	0.020885	0
XLOC_005419	2.67877	4.75492	4.03332
XLOC_005420	0	0	0.0666385
XLOC_005421	0	0	0
XLOC_005422	0	0	0
XLOC_005423	27.9731	43.2774	29.9331
XLOC_005424	43.1037	26.0904	35.9618
XLOC_005425	0.610329	0.731293	1.22855
XLOC_005426	0	0	0.296236
XLOC_005427	0.774779	0.0807827	0.469791
XLOC_005428	3.16849	6.44359	5.75534
XLOC_005429	2.25961	0.24551	0.0953612
XLOC_005430	0.15668	0	0
XLOC_005431	0.031857	0.00902633	0
XLOC_005432	50.0396	20.5285	16.0877
XLOC_005433	0	0	0
XLOC_005434	0.251779	0.591997	0.201408
XLOC_005435	0.352269	0.110163	0.0657968
XLOC_005436	30.2455	40.2493	41.1694
XLOC_005437	0.113269	5.48361	0.750062
XLOC_005438	0	0	0
XLOC_005439	10.8161	6.49402	9.66568
XLOC_005440	0	0	0
XLOC_005441	0	0	0
XLOC_005442	0	0	0
XLOC_005443	3.67499	3.30611	4.12542
XLOC_005444	0	0	0
XLOC_005445	0	0	0
XLOC_005446	7.54751	7.48564	6.09003
XLOC_005447	0	0	0
XLOC_005448	0	0	0
XLOC_005449	0	0	0
XLOC_005450	1.99871	4.34608	1.30035
XLOC_005451	0	0	0
XLOC_005452	0	0	0
XLOC_005453	0	0	0
XLOC_005454	0	0	0
XLOC_005455	0	0	0
XLOC_005456	0	0	0
XLOC_005457	0	0	0
XLOC_005458	0	0.0096185	0
XLOC_005459	25.0117	21.5215	15.9886
XLOC_005460	0	0	0
XLOC_005461	0	0	0
XLOC_005462	0	0	0
XLOC_005463	0	0	0
XLOC_005464	0	0.0004615	0
XLOC_005465	0	0	0
XLOC_005466	5.63637	0.832083	0.655561
XLOC_005467	0.100868	0.131455	0.207742
XLOC_005468	0	0	0
XLOC_005469	0	0.479741	0.216481
XLOC_005470	0	0	0
XLOC_005471	1.50878	0.233749	0
XLOC_005472	15.9338	27.7628	12.5727
XLOC_005473	0	0.0126227	0
XLOC_005474	311.623	120.918	94.7368
XLOC_005475	0	0	0.0284765
XLOC_005476	42.5173	411.038	698.515
XLOC_005477	0	0	0
XLOC_005478	3.14273	5.85694	3.6306
XLOC_005479	0.233725	0.890386	0.353985
XLOC_005480	0.76154	2.17105	1.27356
XLOC_005481	18.1777	14.6061	10.6862
XLOC_005482	0	0.20051	0
XLOC_005483	0	0	0
XLOC_005484	0.006134	0.147684	0.021523
XLOC_005485	0.01358	0.168584	0.0288925
XLOC_005486	0.080924	0.443912	0.148421
XLOC_005487	0.000767	0.0039005	0
XLOC_005488	0	0	0
XLOC_005489	0.373774	0.977769	0.448609
XLOC_005490	8.13467	14.3103	3.01184
XLOC_005491	1.32982	1.63806	1.79806
XLOC_005492	7.23321	10.1815	10.6449
XLOC_005493	5.30984	6.57992	7.52079
XLOC_005494	10.2389	30.3452	83.1729
XLOC_005495	1.11498	1.22134	0.665568
XLOC_005496	1.44379	2.65691	2.95578
XLOC_005497	8.23163	12.5006	2.29056
XLOC_005498	3.10902	1.55575	0.381602
XLOC_005499	7.26279	12.4849	5.82815
XLOC_005500	0	0	0
XLOC_005501	56.1538	67.1828	119.672
XLOC_005502	0.030557	0.341366	0.731705
XLOC_005503	0.007217	0.0779227	0.0174783
XLOC_005504	0	0	0
XLOC_005505	0	0	0
XLOC_005506	0	0.145205	3.92576
XLOC_005507	0	0	0
XLOC_005508	0	0	0
XLOC_005509	0	0	0
XLOC_005510	0.124754	1.51946	1.38926
XLOC_005511	0	0	0
XLOC_005512	0	0	0
XLOC_005513	0	0	0
XLOC_005514	0	0	0
XLOC_005515	10.8913	9.14767	4.83011
XLOC_005516	7.39027	17.6305	19.9311
XLOC_005517	0.013813	0.0246903	0.44561
XLOC_005518	0.221274	1.80927	0.902171
XLOC_005519	0.05543	0.491783	0.51471
XLOC_005520	13.2123	11.1095	10.556
XLOC_005521	0.022901	0.0725782	0.0681357
XLOC_005522	0.013104	0.00365683	0
XLOC_005523	0	0	0
XLOC_005524	0	0	0
XLOC_005525	13.5853	20.1681	3.67464
XLOC_005526	39.7846	50.5634	10.3486
XLOC_005527	0	0	0
XLOC_005528	40.9863	13.5396	9.32867
XLOC_005529	1.51694	4.29739	15.5778
XLOC_005530	0	0.0126515	0
XLOC_005531	0	0.0283652	0.302829
XLOC_005532	0	0.0345748	0.337467
XLOC_005533	0	0	0
XLOC_005534	9.73502	7.00985	5.26401
XLOC_005535	0	0	0
XLOC_005536	32.4297	6.62279	3.71244
XLOC_005537	78.0134	35.1442	46.7498
XLOC_005538	8.16436	7.20885	6.71746
XLOC_005539	0	0	0
XLOC_005540	12.8352	21.8651	38.1827
XLOC_005541	0	0	0
XLOC_005542	9.59007	17.1365	13.4722
XLOC_005543	0.778555	2.38858	2.17174
XLOC_005544	8.45642	5.2132	5.49644
XLOC_005545	10.5103	13.7272	9.85602
XLOC_005546	1.34143	3.15143	2.24699
XLOC_005547	70.5953	28.9116	29.0525
XLOC_005548	0.211847	0.847523	0.526322
XLOC_005549	0	0	0
XLOC_005550	0	0.0146917	0
XLOC_005551	0	0	0
XLOC_005552	0	0.00390433	0
XLOC_005553	0.066875	0.189276	0
XLOC_005554	0.027083	0.128469	0.0646022
XLOC_005555	6.31758	7.11104	7.72292
XLOC_005556	0	0	0
XLOC_005557	0	0	0
XLOC_005558	0	0	0
XLOC_005559	0	0	0
XLOC_005560	0.006237	0	0
XLOC_005561	0	1.10627	1.32439
XLOC_005562	0.370237	13.1937	1.00544
XLOC_005563	0.022554	2.3072	0.164822
XLOC_005564	0.003995	0.721782	0.965147
XLOC_005565	0.069562	5.32962	10.7208
XLOC_005566	0	0	0
XLOC_005567	0.102002	0.0193003	0.171298
XLOC_005568	0	0	0
XLOC_005569	0.26194	0.420599	0.702086
XLOC_005570	30.0323	22.2258	5.01027
XLOC_005571	17.8371	12.5455	3.16683
XLOC_005572	2.92508	2.71847	4.45159
XLOC_005573	0.03351	0.181449	0.326348
XLOC_005574	0	0	0
XLOC_005575	0	0	0
XLOC_005576	17.7723	13.0473	18.2812
XLOC_005577	0	0.0203655	0
XLOC_005578	0	0.004152	0.00206075
XLOC_005579	0.007153	0.0131163	0.0733748
XLOC_005580	0	0.0158948	0
XLOC_005581	0	0.00186567	0
XLOC_005582	0	0	0
XLOC_005583	0	0.00409433	0
XLOC_005584	0	0	0
XLOC_005585	0	0	0
XLOC_005586	5.53563	4.49573	5.70477
XLOC_005587	0	0	0
XLOC_005588	0	0	0
XLOC_005589	0	0	0
XLOC_005590	0	0.054759	0.0658175
XLOC_005591	0	0	0
XLOC_005592	7.99511	5.87017	6.33488
XLOC_005593	24.6897	12.5122	18.1888
XLOC_005594	23.5546	16.3406	15.6352
XLOC_005595	0	0	0
XLOC_005596	3.26654	4.1504	5.85221
XLOC_005597	39.0771	22.4086	27.3729
XLOC_005598	0	0	0
XLOC_005599	0	0	0
XLOC_005600	0	0	0
XLOC_005601	0	0	0
XLOC_005602	0.610897	0	0.190303
XLOC_005603	0	0.289625	1.08973
XLOC_005604	17.2857	10.9342	11.3814
XLOC_005605	6.45114	3.86089	3.06001
XLOC_005606	15.1544	4.00413	9.38912
XLOC_005607	81.4749	54.2644	64.2361
XLOC_005608	0.294789	0.177921	0.0580808
XLOC_005609	0.139048	0.00789717	0.0181497
XLOC_005610	0.16511	0.115376	0.120524
XLOC_005611	2.93332	5.86941	3.77005
XLOC_005612	0	0	0
XLOC_005613	0	0	0
XLOC_005614	0	0	0
XLOC_005615	0	0	0
XLOC_005616	1.63347	1.84665	2.65514
XLOC_005617	0	0	0
XLOC_005618	0	0	0
XLOC_005619	0	0	0
XLOC_005620	0	0	0
XLOC_005621	5.63795	12.0596	7.58976
XLOC_005622	29.5316	48.8199	86.1108
XLOC_005623	0	0	0
XLOC_005624	0	0	0
XLOC_005625	0	0.0018815	0
XLOC_005626	0	0	0
XLOC_005627	0	0	0
XLOC_005628	7.29348	1.80174	1.09772
XLOC_005629	13.795	12.2626	9.49448
XLOC_005630	2.31814	3.95366	3.79451
XLOC_005631	0	0	0
XLOC_005632	0.045463	0	0
XLOC_005633	0	0	0
XLOC_005634	0	0	0
XLOC_005635	0	0	0
XLOC_005636	0	0	0
XLOC_005637	4.45665	7.6314	1.83338
XLOC_005638	0	0	0
XLOC_005639	170859	170843	199899
XLOC_005640	0	0.0500208	0
XLOC_005641	3.35688	3.91837	4.28867
XLOC_005642	0	0.0288457	0
XLOC_005643	3.14007	1.23368	2.78221
XLOC_005644	91.8146	181.528	267.294
XLOC_005645	140.074	11.7752	0.249888
XLOC_005646	1.64247	0.980211	0.0539315
XLOC_005647	0	0.0584765	0.631826
XLOC_005648	0	0	0
XLOC_005649	50.4422	8.70728	41.1166
XLOC_005650	1.30129	0.608428	0.347567
XLOC_005651	0	0	0
XLOC_005652	0	0	0
XLOC_005653	0	0	0
XLOC_005654	0	0	0
XLOC_005655	29.6244	18.8585	25.6697
XLOC_005656	0	0	0
XLOC_005657	0.276775	0.158342	0
XLOC_005658	0	0	0
XLOC_005659	0	0	0
XLOC_005660	33.0028	12.1347	2.19946
XLOC_005661	0	0	0
XLOC_005662	24.6231	13.2393	16.4244
XLOC_005663	18.9896	19.208	26.5927
XLOC_005664	8.3877	13.2465	8.86566
XLOC_005665	0	0.683579	0
XLOC_005666	0	0.0179632	0.398492
XLOC_005667	0	0	0.113282
XLOC_005668	0	0	0
XLOC_005669	2.83307	3.43843	4.35475
XLOC_005670	27.0593	19.4018	20.9423
XLOC_005671	26.8579	12.5873	14.4154
XLOC_005672	0	0	0
XLOC_005673	5.58354	3.95271	2.71263
XLOC_005674	29.0804	27.0041	21.5104
XLOC_005675	0	0	0
XLOC_005676	0	0	0
XLOC_005677	0	0	0
XLOC_005678	0.036416	0.581917	0.35281
XLOC_005679	0	0	0.0619225
XLOC_005680	0	0.0342142	0.259193
XLOC_005681	0.775776	21.9289	4.90062
XLOC_005682	0	0	0.036569
XLOC_005683	0	0	0
XLOC_005684	27.2905	27.6962	31.2688
XLOC_005685	0	0	0
XLOC_005686	0	0	0
XLOC_005687	0	0	0
XLOC_005688	0	0.0413058	2.01556
XLOC_005689	0	0	0.0638105
XLOC_005690	0	0	0
XLOC_005691	0.126324	0.340527	0.63075
XLOC_005692	0.087812	0.605095	0.375362
XLOC_005693	10.0468	37.2868	75.0488
XLOC_005694	3.54428	3.91497	3.16139
XLOC_005695	0.810733	0.978022	11.6667
XLOC_005696	51.7018	24.4762	31.3021
XLOC_005697	4.09064	4.67371	3.32747
XLOC_005698	0	0	0
XLOC_005699	22.7317	21.5775	34.1712
XLOC_005700	0	0	0
XLOC_005701	0	0	0
XLOC_005702	1.39823	0	0
XLOC_005703	0	0	0
XLOC_005704	16.8542	26.0377	33.3672
XLOC_005705	0.479729	4.88831	5.44752
XLOC_005706	0.044509	0.563101	0.523856
XLOC_005707	0.169576	0.729707	0.979332
XLOC_005708	357.034	71.7699	37.7975
XLOC_005709	13.2853	8.44291	9.01791
XLOC_005710	1.68555	2.86919	5.56061
XLOC_005711	0.066816	0.0693295	0
XLOC_005712	0	0.0370513	0
XLOC_005713	0.280459	0.0794448	0.131565
XLOC_005714	1.60018	2.50742	2.85552
XLOC_005715	0.380777	1.1457	1.57868
XLOC_005716	0.206363	0.0334085	0
XLOC_005717	0.079266	0.187643	0
XLOC_005718	3.07122	2.46161	2.44848
XLOC_005719	16.4539	14.9793	10.1413
XLOC_005720	0	0	0
XLOC_005721	0	0	0
XLOC_005722	12.9698	14.6658	16.2026
XLOC_005723	0	2.48403	2.24491
XLOC_005724	0	0	0.0254517
XLOC_005725	13.5748	27.9129	40.9367
XLOC_005726	188.931	149.97	123.776
XLOC_005727	0	0	0
XLOC_005728	0	0.0249935	0
XLOC_005729	0	0.0879888	0.114204
XLOC_005730	0	0	0
XLOC_005731	0.012782	0.0307105	0.157147
XLOC_005732	0	0	0
XLOC_005733	5.54042	20.2048	8.27265
XLOC_005734	0.404854	3.8632	5.64944
XLOC_005735	0	0.101871	0.107199
XLOC_005736	3.73596	3.09822	2.30282
XLOC_005737	0	0	0
XLOC_005738	29.2336	34.415	27.2152
XLOC_005739	25.2921	34.5818	46.819
XLOC_005740	0.058513	0.0881285	0.0320392
XLOC_005741	7.94473	10.8261	27.6803
XLOC_005742	0	2.28762	6.20707
XLOC_005743	3.35824	3.8852	2.63948
XLOC_005744	0.07107	0.255837	0.180616
XLOC_005745	0	0.213807	0.325184
XLOC_005746	0.031282	0.0619862	0
XLOC_005747	13.5884	15.238	27.3892
XLOC_005748	19.4163	22.9158	16.939
XLOC_005749	10.9722	8.75195	7.97488
XLOC_005750	7.59956	8.31056	8.84831
XLOC_005751	9.78279	10.5313	12.6951
XLOC_005752	0.050062	0.219924	0.194772
XLOC_005753	0.038762	0.167766	0.537458
XLOC_005754	0.005473	0.0846632	0.390439
XLOC_005755	0.282522	0.624139	1.29793
XLOC_005756	13.1094	10.9678	11.9415
XLOC_005757	0	0	0
XLOC_005758	1.09744	0.0890362	1.01084
XLOC_005759	33.1833	26.3111	31.2071
XLOC_005760	0	0.003493	0
XLOC_005761	0	0	0
XLOC_005762	0	0	0
XLOC_005763	15.3688	11.2871	12.266
XLOC_005764	6.19339	14.7089	11.3549
XLOC_005765	0.42326	1.91971	1.24115
XLOC_005766	25.7324	94.0496	131.219
XLOC_005767	31.3803	97.901	155.638
XLOC_005768	22.9431	18.4767	13.8823
XLOC_005769	20.5565	17.0417	12.6176
XLOC_005770	1.75696	0.212605	0
XLOC_005771	2.09677	2.51361	3.92124
XLOC_005772	0.125946	0.221764	0.498933
XLOC_005773	0.117348	0.093396	0.383778
XLOC_005774	0.063528	0.169761	0.261996
XLOC_005775	0	0.16542	0
XLOC_005776	1.64444	2.31572	0.0393015
XLOC_005777	19.8145	36.1787	4.31118
XLOC_005778	0	0	0
XLOC_005779	0	1.83591	6.51531
XLOC_005780	1.13252	1.8929	1.34244
XLOC_005781	2.86676	3.59412	2.79877
XLOC_005782	0	0.046884	0
XLOC_005783	0	0	0
XLOC_005784	16.3167	18.4163	8.59933
XLOC_005785	0	0.0219673	0
XLOC_005786	13.2798	14.2981	9.6329
XLOC_005787	0	1.19016	3.3851
XLOC_005788	34.5096	9.97618	0.749809
XLOC_005789	1.09363	0.793096	1.12516
XLOC_005790	18.1766	69.9104	190.907
XLOC_005791	2.5438	2.94504	3.35316
XLOC_005792	0.12242	0.141175	0
XLOC_005793	63.485	62.3799	59.6461
XLOC_005794	0	0.0210767	0.020768
XLOC_005795	10.2939	7.82158	11.9047
XLOC_005796	0	0	0
XLOC_005797	0.038873	0.00783	0.0163047
XLOC_005798	8.58363	9.41871	9.6762
XLOC_005799	0	0	0
XLOC_005800	0	0	0
XLOC_005801	0	8.01511	0.327988
XLOC_005802	0	5.14084	0.286679
XLOC_005803	0	4.09613	0.073218
XLOC_005804	0	2.1006	0.159656
XLOC_005805	0	0.371307	0.0284298
XLOC_005806	0	0	0
XLOC_005807	0	0	0
XLOC_005808	0	0	0
XLOC_005809	0	0	0
XLOC_005810	0	0	0
XLOC_005811	0.508093	0.0561633	0.131767
XLOC_005812	0.134636	0.0529662	0
XLOC_005813	0	0	0
XLOC_005814	73.7967	12.6191	1.0924
XLOC_005815	3.58575	2.67642	0.194337
XLOC_005816	3.71074	3.42488	0.380698
XLOC_005817	0	0	0
XLOC_005818	0	0	0
XLOC_005819	0.272761	0	0
XLOC_005820	0.443853	0.0269505	0
XLOC_005821	0.198946	0.160458	0.126535
XLOC_005822	0	0.0101673	0.0544935
XLOC_005823	0	0	0
XLOC_005824	0.306072	0.949796	0.799665
XLOC_005825	51.0614	38.4344	34.2093
XLOC_005826	1.37208	3.28378	1.98342
XLOC_005827	0.515389	1.66499	0.974913
XLOC_005828	1.90585	3.84536	2.28155
XLOC_005829	0.218161	1.16777	0.915543
XLOC_005830	10.0949	5.82248	12.6632
XLOC_005831	8.28443	6.25927	12.1102
XLOC_005832	0	0	0
XLOC_005833	0.018714	0.0576492	0
XLOC_005834	0	0.121553	0.217149
XLOC_005835	0	0	0.026246
XLOC_005836	0	0	0
XLOC_005837	0.121915	0.20715	0.0241625
XLOC_005838	0.202656	0.611364	0.233929
XLOC_005839	0	0.008461	0.0871245
XLOC_005840	74.1826	60.7382	67.1908
XLOC_005841	76.8085	54.0543	64.9269
XLOC_005842	0	0	0
XLOC_005843	0.0584	0.158431	0.148002
XLOC_005844	116.358	165.058	94.7538
XLOC_005845	0	0.00405183	0.00400075
XLOC_005846	0	0	0
XLOC_005847	0.034784	1.14788	1.64825
XLOC_005848	0.050621	0.390674	0.404711
XLOC_005849	0	0.00990333	0
XLOC_005850	0	0	0
XLOC_005851	0	0	0
XLOC_005852	1.437	1.275	1.58584
XLOC_005853	0	0	0
XLOC_005854	0	0	0
XLOC_005855	0	0	0
XLOC_005856	0.851727	0.393784	0.225944
XLOC_005857	12.0014	9.48631	9.43985
XLOC_005858	1.60788	11.7415	5.48194
XLOC_005859	0.270303	0.787761	0.738937
XLOC_005860	0.03467	0.267139	0.0171238
XLOC_005861	0	0	0
XLOC_005862	15.5129	9.3426	8.88405
XLOC_005863	0	0	0
XLOC_005864	2.69284	2.48189	3.25401
XLOC_005865	0	0	0
XLOC_005866	0	0.0205668	0.239307
XLOC_005867	2.1331	2.22187	1.5288
XLOC_005868	0.179182	0.12773	0.457226
XLOC_005869	63.779	38.4326	23.7902
XLOC_005870	0	0	0
XLOC_005871	0	0	0.049926
XLOC_005872	0.093455	0.352427	0.821842
XLOC_005873	0	3.21336	0
XLOC_005874	0	0	0
XLOC_005875	0	0	0
XLOC_005876	0	0.0384783	0.019096
XLOC_005877	0	0	0
XLOC_005878	3.92679	10.263	16.8852
XLOC_005879	0	0.00218133	0
XLOC_005880	0	0	0
XLOC_005881	0.010143	0.0053245	0
XLOC_005882	0	0	0
XLOC_005883	7.69048	6.14764	4.76231
XLOC_005884	0	0	0
XLOC_005885	31.9806	40.5957	37.6478
XLOC_005886	0.040119	0	0
XLOC_005887	0	0.0137005	0.0615145
XLOC_005888	0.154241	0.661474	0.124129
XLOC_005889	0	0	0
XLOC_005890	0	0	0
XLOC_005891	0	0	0
XLOC_005892	0	0	0
XLOC_005893	0	0	0
XLOC_005894	0.456709	0.0801533	0.2289
XLOC_005895	0	0.0398473	0.324258
XLOC_005896	0.335667	2.35204	0.140295
XLOC_005897	35.5883	39.8879	5.63539
XLOC_005898	0	0.173208	0
XLOC_005899	15.1462	3.25099	3.56505
XLOC_005900	10.3755	17.9215	15.7332
XLOC_005901	0.06726	0.655583	0.38983
XLOC_005902	5.27947	3.94595	2.61955
XLOC_005903	0.399328	0.39445	0.0961763
XLOC_005904	0	0.0643922	0.0339695
XLOC_005905	0.895047	1.6082	0.925504
XLOC_005906	0.036625	0.478843	0.3092
XLOC_005907	0	0.014952	0
XLOC_005908	0.228813	11.8029	0.731857
XLOC_005909	0.284058	23.327	0.546148
XLOC_005910	0.01064	0.752582	0.0056355
XLOC_005911	0.002455	0.417234	0.0227965
XLOC_005912	0	0.256884	0
XLOC_005913	0.027937	2.87292	0.0440625
XLOC_005914	0	0	0
XLOC_005915	0	0	0
XLOC_005916	0	0.0261692	0.0446658
XLOC_005917	21.236	10.2915	12.5378
XLOC_005918	1.631	2.57923	2.0362
XLOC_005919	0.239525	0.448925	0.439081
XLOC_005920	28.2316	66.98	44.5816
XLOC_005921	0.490554	0.154645	0.271424
XLOC_005922	14.9744	0.918554	6.54653
XLOC_005923	7.94057	12.1666	13.7737
XLOC_005924	7.52343	8.53834	8.47173
XLOC_005925	0	0.0141865	0
XLOC_005926	0.34539	0.852292	0.633957
XLOC_005927	2.76648	4.5707	3.67522
XLOC_005928	0	0	0
XLOC_005929	6.66216	14.9873	14.257
XLOC_005930	7.71588	11.9864	7.05599
XLOC_005931	0.010199	0.0618402	0.0161608
XLOC_005932	1.69874	15.1694	5.2148
XLOC_005933	61.732	42.434	16.7212
XLOC_005934	146.454	111.744	106.667
XLOC_005935	11.5276	15.7717	16.3069
XLOC_005936	0.690368	1.80518	1.67746
XLOC_005937	21.8944	32.7215	31.8233
XLOC_005938	2.57991	2.51732	2.24422
XLOC_005939	0	0.111118	0
XLOC_005940	0.591919	1.94728	2.00985
XLOC_005941	30.1543	41.3097	14.1622
XLOC_005942	9.92601	7.52809	9.60421
XLOC_005943	0.685364	0.0940717	0.325676
XLOC_005944	0	0.191046	0.0123803
XLOC_005945	0	0	0
XLOC_005946	0	5.93298	0.75469
XLOC_005947	15.3727	19.5962	2.20134
XLOC_005948	0.148707	1.83932	1.38617
XLOC_005949	61.0719	15.7286	4.36447
XLOC_005950	6.42326	2.53904	1.67656
XLOC_005951	3.89937	16.6343	28.0134
XLOC_005952	0	0.799201	2.26389
XLOC_005953	0.031351	0.0729188	0.0259687
XLOC_005954	21.3205	23.3295	11.7823
XLOC_005955	4.97681	11.133	6.58606
XLOC_005956	24.538	132.922	21.9701
XLOC_005957	62.8113	104.247	11.1446
XLOC_005958	0	0.00317167	0
XLOC_005959	0	0	0
