Genes	Podocytes	Glomes	Kidney
XLOC_012185	0.537243	1.51787	0.843353
XLOC_012186	0.604286	1.29318	0.67717
XLOC_012187	26.7981	16.8608	0.370016
XLOC_012188	0	0.0148967	0
XLOC_012189	0	0	0
XLOC_012190	0	0	0
XLOC_012191	0	0.003861	0
XLOC_012192	2.29096	1.83651	3.58734
XLOC_012193	0	0	0
XLOC_012194	0	0	0
XLOC_012195	5.31206	1.13957	0.102059
XLOC_012196	0.434204	0.732051	0.258195
XLOC_012197	0	0	0
XLOC_012198	16.0571	17.9472	19.2152
XLOC_012199	0.075309	0.260146	0.355351
XLOC_012200	0	0.132811	0.34147
XLOC_012201	0.054266	0.183301	0.349649
XLOC_012202	0.056111	0.182265	0.323278
XLOC_012203	0.098506	0.174911	0.364806
XLOC_012204	0	0	0
XLOC_012205	0.230282	0.20793	0.149793
XLOC_012206	0	0.439968	0.789284
XLOC_012207	0	0.650107	1.16696
XLOC_012208	0	0.61101	1.30469
XLOC_012209	0	0.448146	0.297587
XLOC_012210	0	1.01507	0.158755
XLOC_012211	3.40038	3.82677	5.44718
XLOC_012212	0	0	0
XLOC_012213	0	0.00331017	0.0304035
XLOC_012214	0	0	0
XLOC_012215	0	0.0161845	0
XLOC_012216	16.7471	11.2859	9.14506
XLOC_012217	15.3571	19.3649	16.1648
XLOC_012218	0.224157	0.154015	0.493989
XLOC_012219	0.131963	0.11414	0.588511
XLOC_012220	0.346789	0.885002	0.126784
XLOC_012221	1.33089	0.476703	2.46286
XLOC_012222	0	0	0.09291
XLOC_012223	0	0	0
XLOC_012224	0	0	0
XLOC_012225	22.7256	15.0404	12.1813
XLOC_012226	0	0	0
XLOC_012227	1.12207	0.94335	4.82873
XLOC_012228	41.8047	17.1305	5.68956
XLOC_012229	0	0.148509	0.346752
XLOC_012230	1.71051	2.12404	1.50782
XLOC_012231	7.03972	8.67856	7.42645
XLOC_012232	0	0	0
XLOC_012233	0	0	0
XLOC_012234	17.2345	17.2036	23.0948
XLOC_012235	0.005613	0	0
XLOC_012236	0.043558	0.0163485	0.0416308
XLOC_012237	0	0	0
XLOC_012238	2.26566	5.85744	4.33971
XLOC_012239	0	0	0
XLOC_012240	0.068134	2.84727	18.6489
XLOC_012241	33.7911	63.8135	101.226
XLOC_012242	0	0	0
XLOC_012243	19.1648	50.7351	24.7594
XLOC_012244	0.275651	0.687114	0.344649
XLOC_012245	0	0	0.0526452
XLOC_012246	0.129761	0.0807048	0.12182
XLOC_012247	41.5666	40.4606	35.3064
XLOC_012248	0	0.0186393	0
XLOC_012249	0	0	0
XLOC_012250	0	0.0143	0.0196235
XLOC_012251	14.7981	8.6193	9.90741
XLOC_012252	36.0586	24.2811	31.2552
XLOC_012253	50.8782	25.1125	38.0709
XLOC_012254	0	0.051955	0.0217672
XLOC_012255	0	0	0
XLOC_012256	0	0	0
XLOC_012257	0.035095	0.00885317	0
XLOC_012258	0.564555	3.14063	7.3603
XLOC_012259	0	0	0
XLOC_012260	0.115715	1.61067	4.14096
XLOC_012261	0	0	0
XLOC_012262	0	0	0.275945
XLOC_012263	0	0	0
XLOC_012264	0	0	0
XLOC_012265	0	0	0
XLOC_012266	0	0	0
XLOC_012267	0.137922	4.4334	0.662231
XLOC_012268	0.012806	1.91718	0.176499
XLOC_012269	0	0.022148	0
XLOC_012270	24.4991	32.8991	6.97372
XLOC_012271	0	0	0
XLOC_012272	130.309	38.6077	34.5808
XLOC_012273	1.02259	2.29687	1.68922
XLOC_012274	0.495501	1.48514	0.893948
XLOC_012275	1.31366	2.21485	1.31121
XLOC_012276	1.16492	1.64424	0.969407
XLOC_012277	1.44012	3.17555	2.1421
XLOC_012278	1.54454	2.73242	1.76726
XLOC_012279	2.17134	42.9319	2.07083
XLOC_012280	0	0	0
XLOC_012281	0	0	0
XLOC_012282	3.45167	1.99966	2.67097
XLOC_012283	7.70643	16.4717	12.2199
XLOC_012284	2.87078	4.10131	5.11816
XLOC_012285	0.162667	0.4931	0.655668
XLOC_012286	0	0.949179	0.626396
XLOC_012287	70.4891	39.841	34.0262
XLOC_012288	0.555741	0.201381	0.136565
XLOC_012289	19.1003	32.1811	41.1941
XLOC_012290	18.4518	36.7807	49.0438
XLOC_012291	0	0	0
XLOC_012292	0.042005	0.201185	0.0696055
XLOC_012293	7.70998	7.8373	9.5087
XLOC_012294	25.0449	26.0978	25.4928
XLOC_012295	0	0	0
XLOC_012296	5.80357	6.99661	5.28847
XLOC_012297	67.2866	47.581	32.6177
XLOC_012298	36.4961	23.1404	20.1446
XLOC_012299	5.54519	4.46906	4.78906
XLOC_012300	4.4033	3.5791	4.07666
XLOC_012301	4.58477	5.12538	14.0955
XLOC_012302	0	0	0
XLOC_012303	0	0	0
XLOC_012304	0.734457	18.9369	12.532
XLOC_012305	0	0	0
XLOC_012306	0.802853	18.4003	13.3846
XLOC_012307	1.04156	26.1174	22.7585
XLOC_012308	3.68709	7.5249	24.5735
XLOC_012309	0	0	0
XLOC_012310	1.79026	42.7615	10.3095
XLOC_012311	68.0491	40.5044	4.19667
XLOC_012312	0	0.234945	0
XLOC_012313	0	0.410316	0.21967
XLOC_012314	0	0.601854	0.425526
XLOC_012315	0	0	0
XLOC_012316	10.5605	3.7054	4.01931
XLOC_012317	0	0	0
XLOC_012318	7.55658	10.47	18.9308
XLOC_012319	0	0	0
XLOC_012320	0	0	0
XLOC_012321	0.123024	0.172843	0.249
XLOC_012322	0	0.0815198	0
XLOC_012323	0	0	0
XLOC_012324	1.28662	1.15362	2.60427
XLOC_012325	0.023712	0.432289	0.719122
XLOC_012326	0	0	0
XLOC_012327	0.056783	0.171973	0.0374538
XLOC_012328	0	0	0
XLOC_012329	0	0	0
XLOC_012330	0	0	0
XLOC_012331	0.21663	0.326524	1.91276
XLOC_012332	0	0.299464	0.409321
XLOC_012333	21.2521	22.0359	9.26966
XLOC_012334	0.047353	0.02866	0
XLOC_012335	0	0	0
XLOC_012336	22.0082	13.2008	18.2343
XLOC_012337	0	0.0783597	0.056164
XLOC_012338	0	0.0218957	0
XLOC_012339	1.64878	4.38107	4.80413
XLOC_012340	14.1478	26.1375	17.1873
XLOC_012341	0.078088	0.560516	0.179733
XLOC_012342	0	0.32137	0.300474
XLOC_012343	0.349987	0.430413	0.851674
XLOC_012344	0	0.0260685	0.134429
XLOC_012345	14.8306	55.4793	141.436
XLOC_012346	0	0.349845	0.325322
XLOC_012347	6.34761	5.28874	4.45331
XLOC_012348	0	2.51223	5.42942
XLOC_012349	0.018074	21.9559	32.5778
XLOC_012350	0	11.5254	13.3655
XLOC_012351	19.4887	10.9843	11.8031
XLOC_012352	0	0	0
XLOC_012353	0	0	0
XLOC_012354	0	0	0
XLOC_012355	0	0	0
XLOC_012356	0	0	0
XLOC_012357	0	0	0
XLOC_012358	20.5974	19.2136	11.8158
XLOC_012359	25.1412	16.5077	11.5011
XLOC_012360	0	0	0
XLOC_012361	0.773671	49.7992	1.83407
XLOC_012362	0	0	0
XLOC_012363	39.214	64.3662	26.0151
XLOC_012364	0	0	0
XLOC_012365	0	0.0198668	0
XLOC_012366	66.0246	47.731	22.843
XLOC_012367	0.025013	0	0
XLOC_012368	6.44612	3.79922	4.2683
XLOC_012369	8.13418	5.03193	6.80626
XLOC_012370	0.068316	1.04496	0
XLOC_012371	60.5153	38.2643	45.0187
XLOC_012372	109.099	69.8624	57.8669
XLOC_012373	0	0.778646	0
XLOC_012374	0.100191	0.301352	0.051537
XLOC_012375	0	0	0
XLOC_012376	16.7754	8.09801	7.07584
XLOC_012377	0	0.228641	0.087315
XLOC_012378	4.16502	11.0154	3.59507
XLOC_012379	12.6548	17.151	26.0477
XLOC_012380	1.11527	30.3628	6.34907
XLOC_012381	0	0	0
XLOC_012382	62.5534	47.7324	29.8437
XLOC_012383	23.9658	18.238	12.0637
XLOC_012384	44.2974	30.9536	22.9735
XLOC_012385	7.83057	55.1654	19.1495
XLOC_012386	0	0.0898045	0
XLOC_012387	0	0.0376568	0
XLOC_012388	0	0.086776	0
XLOC_012389	0	0	0
XLOC_012390	0	0.00318467	0
XLOC_012391	0	0	0
XLOC_012392	0	0	0
XLOC_012393	50.868	45.2333	28.5827
XLOC_012394	0	0	0
XLOC_012395	0	0	0
XLOC_012396	0	0	0
XLOC_012397	0	0.001223	0
XLOC_012398	0	0	0
XLOC_012399	0	0	0
XLOC_012400	0	0	0
XLOC_012401	0	0	0
XLOC_012402	10.2088	1.95817	2.30494
XLOC_012403	7.55876	0.348977	0.67853
XLOC_012404	0	0	0
XLOC_012405	0.831641	0	0
XLOC_012406	0	0.0171892	0
XLOC_012407	8.28883	9.89361	7.03989
XLOC_012408	21.371	42.5771	37.6769
XLOC_012409	0	0.238678	0.170721
XLOC_012410	30.6996	46.7946	72.3945
XLOC_012411	0.299958	1.33341	0.646772
XLOC_012412	9.79203	8.53524	6.76957
XLOC_012413	3.64804	3.15862	3.02208
XLOC_012414	0.152602	0.530171	0.334905
XLOC_012415	13.2885	0.796418	1.63618
XLOC_012416	33.9714	37.9483	36.1022
XLOC_012417	80.4591	63.6434	76.3423
XLOC_012418	62.1328	54.214	50.3449
XLOC_012419	0	0.0812528	0.535189
XLOC_012420	22.4735	14.9725	12.353
XLOC_012421	0.818369	0.593502	0.914448
XLOC_012422	1.01807	2.19175	2.0854
XLOC_012423	29.1125	20.1879	18.7896
XLOC_012424	0.698568	6.60157	15.6892
XLOC_012425	22.1984	15.4844	8.80063
XLOC_012426	20.9673	17.8062	11.6357
XLOC_012427	51.1824	46.8638	29.6287
XLOC_012428	1.00223	1.60482	0.410798
XLOC_012429	10.3531	20.8797	18.5177
XLOC_012430	5.91837	8.59869	6.5272
XLOC_012431	2.0733	4.30379	3.87094
XLOC_012432	20.2535	25.824	30.4927
XLOC_012433	0	0.245487	0.091579
XLOC_012434	27.0309	9.28281	0.647097
XLOC_012435	1.77944	1.04574	0.349198
XLOC_012436	1.98443	0.818254	0.125223
XLOC_012437	1.4933	0.887958	0.0726118
XLOC_012438	0	1.77218	0.305458
XLOC_012439	0.094089	4.12293	0.163248
XLOC_012440	14.5922	3.95564	3.30348
XLOC_012441	0	0	0
XLOC_012442	0	20.416	83.3354
XLOC_012443	0	0.0100192	0
XLOC_012444	1.08327	2.17995	1.87749
XLOC_012445	0	0	0
XLOC_012446	0	0	0
XLOC_012447	0	0	0
XLOC_012448	67.0595	1319.3	9.67355
XLOC_012449	12.6194	14.7187	13.8619
XLOC_012450	0	0	0
XLOC_012451	7.42286	5.74115	5.71886
XLOC_012452	0	0	0
XLOC_012453	0.294684	0.041654	0.243483
XLOC_012454	0.036143	0.133755	0.069948
XLOC_012455	21.5265	6.61581	3.37609
XLOC_012456	0	0.511171	1.91694
XLOC_012457	23.547	12.1862	12.3733
XLOC_012458	0	0	0
XLOC_012459	0	0.0112145	0.894765
XLOC_012460	0.070186	0.375589	1.30915
XLOC_012461	12.5849	5.8778	4.74
XLOC_012462	0.120303	0.162311	0.112898
XLOC_012463	0.230164	0.0789902	0.319978
XLOC_012464	0.072408	0.213106	0.126304
XLOC_012465	0.070146	0.246996	0.261196
XLOC_012466	0	0.0198322	0.0229377
XLOC_012467	0.775791	19.8543	5.63834
XLOC_012468	35.5323	21.9748	25.9928
XLOC_012469	339.097	64.5667	16.7219
XLOC_012470	0	0	0
XLOC_012471	0.369048	0.0475785	0.080336
XLOC_012472	0.395952	0.403266	0.298644
XLOC_012473	0.100116	0	0.060011
XLOC_012474	8.46352	10.1152	9.14868
XLOC_012475	1.6933	2.15582	0.994586
XLOC_012476	1.13085	1.4866	1.10814
XLOC_012477	54.4612	20.9055	0.847816
XLOC_012478	292.442	68.2466	2.34724
XLOC_012479	0.032655	62.0471	143.098
XLOC_012480	0	0	0.0789017
XLOC_012481	0	0	0
XLOC_012482	0	0	0
XLOC_012483	0	0	0
XLOC_012484	0.446965	0.68078	0.194306
XLOC_012485	0	0	0
XLOC_012486	0.118408	3.55098	3.53278
XLOC_012487	0.208718	0	0
XLOC_012488	0	0	0
XLOC_012489	11.4225	4.56827	3.05627
XLOC_012490	0	0	0
XLOC_012491	62.8511	28.8607	26.5214
XLOC_012492	81.484	43.5721	66.0386
XLOC_012493	3.0055	1.595	1.22081
XLOC_012494	11.6698	7.50778	1.13619
XLOC_012495	3.66837	3.40438	0.841857
XLOC_012496	2.24841	2.48547	0.44071
XLOC_012497	1.78155	2.31452	0.398504
XLOC_012498	1.62654	1.93358	0.332516
XLOC_012499	0.542409	140.607	294.433
XLOC_012500	0	0	0
XLOC_012501	0	0	0
XLOC_012502	0	0	0
XLOC_012503	0	0	0
XLOC_012504	0	0.00227433	0
XLOC_012505	8.29961	5.40151	3.16308
XLOC_012506	57.4025	28.6234	53.5448
XLOC_012507	19.7953	39.082	57.2347
XLOC_012508	4.03004	3.59976	2.90302
XLOC_012509	42.2813	17.8822	16.8068
XLOC_012510	3.3458	4.05564	2.82083
XLOC_012511	7.69911	12.5742	17.717
XLOC_012512	0.074475	1.1277	0.708208
XLOC_012513	0	0	0
XLOC_012514	0	0	0
XLOC_012515	0	0.104532	0.0137842
XLOC_012516	0.020998	0.0444282	0
XLOC_012517	0	0	0
XLOC_012518	0	0	0
XLOC_012519	0.769422	1.20529	0.604709
XLOC_012520	0.086295	0.648111	0.167973
XLOC_012521	0	0	0
XLOC_012522	0	0.126446	0
XLOC_012523	11.1138	16.7288	12.5351
XLOC_012524	2.0178	3.42531	3.23865
XLOC_012525	0	0	0
XLOC_012526	0	0.0266222	0
XLOC_012527	0.805597	14.0661	13.2733
XLOC_012528	0	0	0
XLOC_012529	3.86323	4.43937	3.18603
XLOC_012530	0.138832	0.384904	0.236549
XLOC_012531	0	0.0333292	0.973049
XLOC_012532	15.4662	9.36598	10.3723
XLOC_012533	0.066382	0.238911	0.06886
XLOC_012534	9.88242	34.5138	114.546
XLOC_012535	2.80422	7.53221	9.53177
XLOC_012536	0	0	0
XLOC_012537	7.92747	9.16416	9.03355
XLOC_012538	5.62596	10.2008	10.9937
XLOC_012539	0.663049	15.3637	3.62458
XLOC_012540	62.3445	47.528	67.3759
XLOC_012541	25.4396	33.4804	20.0869
XLOC_012542	0	1.03666	1.04272
XLOC_012543	8.64486	11.0203	7.20479
XLOC_012544	37.1428	12.7064	1.16016
XLOC_012545	23.8136	20.1427	15.0655
XLOC_012546	3.71464	10.905	5.45896
XLOC_012547	0.803847	2.33446	2.26839
XLOC_012548	0.23994	0.203504	0.0491873
XLOC_012549	0.269704	0.00402867	0
XLOC_012550	8.93104	10.1514	11.1759
XLOC_012551	0.054044	0.0407578	0.0579038
XLOC_012552	45.9783	46.928	51.2766
XLOC_012553	0.338472	1.19653	0.206954
XLOC_012554	0.379619	1.41195	0.319728
XLOC_012555	0.080158	0.234785	0.0377927
XLOC_012556	8.14124	4.73414	4.75767
XLOC_012557	0.06559	1.74669	0.349357
XLOC_012558	0.222689	0.542104	1.56013
XLOC_012559	0.070505	0.140011	0.361213
XLOC_012560	10.9129	7.58359	8.41454
XLOC_012561	27.1773	25.5228	26.6338
XLOC_012562	7.6739	8.12082	7.85009
XLOC_012563	13.3344	16.0453	14.9835
XLOC_012564	0	0.100856	0
XLOC_012565	4.87635	3.91029	0.466947
XLOC_012566	118.946	119.988	165.797
XLOC_012567	53.2217	60.4523	47.7093
XLOC_012568	26.8598	17.7003	29.3479
XLOC_012569	0.820992	0.766216	0.294364
XLOC_012570	13.3529	23.8629	43.1637
XLOC_012571	10.3506	10.1136	5.11046
XLOC_012572	4.20867	3.36756	2.93091
XLOC_012573	137.617	319.165	227.879
XLOC_012574	0	0.0693252	0.0473308
XLOC_012575	0	0	0
XLOC_012576	15.4161	16.264	15.3375
XLOC_012577	0	0	0
XLOC_012578	0	0.0493407	0
XLOC_012579	3.78957	3.97855	2.86868
XLOC_012580	0.077784	0	0
XLOC_012581	0.024331	0.0227885	0.0874667
XLOC_012582	10.3439	10.2303	11.9208
XLOC_012583	17.2884	15.6557	47.7693
XLOC_012584	2.35997	0	0.0253795
XLOC_012585	0	0.0789312	0
XLOC_012586	0	0	0
XLOC_012587	0	0.014441	0
XLOC_012588	7.32812	25.1159	361.74
XLOC_012589	0	0.332387	0.117162
XLOC_012590	0	0	0
XLOC_012591	0	0.0853817	0.436005
XLOC_012592	0.07651	0.17405	0.331058
XLOC_012593	3.70139	4.57757	8.33397
XLOC_012594	0.102443	0.348235	0.189687
XLOC_012595	0.179274	343.036	1476.13
XLOC_012596	0.120018	235.436	835.047
XLOC_012597	0.938348	2.77953	1.82939
XLOC_012598	32.5528	37.8484	59.8266
XLOC_012599	0.194612	0.15502	0.534997
XLOC_012600	4.17848	0.53781	3.34433
XLOC_012601	2.74603	4.24532	3.06769
XLOC_012602	43.619	47.7785	52.4136
XLOC_012603	25.9026	21.3622	25.7047
XLOC_012604	15.3151	30.3618	59.7328
XLOC_012605	0	0	0
XLOC_012606	0	0	0
XLOC_012607	1.17422	3.37755	1.99461
XLOC_012608	0	0	0
XLOC_012609	0	0	0
XLOC_012610	0	0	0
XLOC_012611	334.874	107.211	24.1198
XLOC_012612	26.2899	20.2609	24.4523
XLOC_012613	0.586684	0.832256	1.58362
XLOC_012614	12.1637	10.5509	4.38801
XLOC_012615	2.92671	3.42338	4.29827
XLOC_012616	5.62314	7.22059	7.73778
XLOC_012617	9.76577	8.08698	7.9137
XLOC_012618	13.4039	17.9595	19.2665
XLOC_012619	0	0.0168923	0.0667403
XLOC_012620	0	0	0
XLOC_012621	0	0.172865	0.46502
XLOC_012622	0.021956	0.0645253	0.18631
XLOC_012623	379.667	115.013	34.3483
XLOC_012624	7.99563	13.0193	10.0926
XLOC_012625	0.028136	0.141023	0
XLOC_012626	0	0	0
XLOC_012627	11.1171	15.3825	11.8388
XLOC_012628	6.39903	10.7018	8.2091
XLOC_012629	46.6794	46.3255	38.5259
XLOC_012630	18.6802	31.0974	33.2219
XLOC_012631	0	0	0.32876
XLOC_012632	0	0.125466	0.338692
XLOC_012633	0.07909	0.256756	0.1823
XLOC_012634	0.0764	0.282099	0.047582
XLOC_012635	19.0122	19.2981	23.4636
XLOC_012636	18.2537	13.4167	10.9729
XLOC_012637	0	0.124347	0.44606
XLOC_012638	1.87131	2.30563	2.65992
XLOC_012639	4.84221	5.91664	7.26456
XLOC_012640	6.73217	20.1906	28.7728
XLOC_012641	14.2108	18.0145	12.1526
XLOC_012642	0.253568	3.30197	1.33268
XLOC_012643	0	0	0.079683
XLOC_012644	45.6016	31.2524	61.2682
XLOC_012645	0	0	0
XLOC_012646	0.631055	0.532173	0.547206
XLOC_012647	37.5948	52.3792	22.4666
XLOC_012648	0	0.0180753	0
XLOC_012649	0	0	0
XLOC_012650	0.036557	0	0.0334523
XLOC_012651	2.69712	2.83368	1.74879
XLOC_012652	1.41937	0.813577	0.71937
XLOC_012653	13.2257	9.55556	16.8959
XLOC_012654	0	0.149654	0.711825
XLOC_012655	0	0	0
XLOC_012656	0	0	0
XLOC_012657	0.510396	26.8559	12.137
XLOC_012658	0	0	0
XLOC_012659	5.15834	10.3704	6.93914
XLOC_012660	0.299203	1.11711	0.581716
XLOC_012661	0	0	0
XLOC_012662	0	0	0
XLOC_012663	0	0	0
XLOC_012664	0	0	0
XLOC_012665	0	0	0
XLOC_012666	0	0	0
XLOC_012667	29.5108	31.5547	5.09062
XLOC_012668	2.03202	1.8631	1.85199
XLOC_012669	0	0	0
XLOC_012670	0	0	0
XLOC_012671	0	0	0
XLOC_012672	0	0.325902	0.169234
XLOC_012673	0	0	0
XLOC_012674	7.03781	5.96802	7.59981
XLOC_012675	4.1661	4.1977	3.70793
XLOC_012676	0	0.19959	0.121133
XLOC_012677	0.301443	22.0522	50.4806
XLOC_012678	0	0	0
XLOC_012679	16.4164	12.7472	8.92018
XLOC_012680	0.011495	0.0020465	0
XLOC_012681	52.8499	38.0156	53.4242
XLOC_012682	0.184493	0.62571	0.807847
XLOC_012683	0.081831	0.134201	0.406673
XLOC_012684	0.754277	0.622215	0.706288
XLOC_012685	0	0	0
XLOC_012686	0	0	0
XLOC_012687	12.9208	15.5456	13.897
XLOC_012688	0.382511	0.660268	0.794616
XLOC_012689	0.237576	0.724873	0.0879608
XLOC_012690	7.98069	9.04909	8.58118
XLOC_012691	0.091036	0.21334	0.12041
XLOC_012692	10.7132	10.1591	18.385
XLOC_012693	35.5063	28.7145	56.9786
XLOC_012694	23.3274	12.3067	19.7886
XLOC_012695	18.566	11.1061	14.5111
XLOC_012696	0.052047	0.507711	0.637426
XLOC_012697	0	0	0
XLOC_012698	44.862	44.5742	14.8075
XLOC_012699	10.3739	9.97337	9.16827
XLOC_012700	0.712667	0.0356412	0.150478
XLOC_012701	0	0	0
XLOC_012702	0	0	0
XLOC_012703	5.79631	5.80945	4.1834
XLOC_012704	21.1374	22.9312	22.2285
XLOC_012705	0.004924	0.00536117	0
XLOC_012706	0	0	0
XLOC_012707	0	0	0
XLOC_012708	0.074724	0.154771	0.30993
XLOC_012709	0	0	0
XLOC_012710	13.3262	9.14337	6.32915
XLOC_012711	20.025	13.0254	13.661
XLOC_012712	1.93968	0.920889	0
XLOC_012713	0	0	0
XLOC_012714	0.327542	0.282934	0.288635
XLOC_012715	0	0.015104	0
XLOC_012716	0	0	0
XLOC_012717	0	0.00606183	0.0082815
XLOC_012718	0	0.321018	0.778734
XLOC_012719	1.58469	4.02273	5.13081
XLOC_012720	14.4162	19.0615	13.1857
XLOC_012721	0.418572	0.797423	0.78091
XLOC_012722	0	0	0
XLOC_012723	0	0	0
XLOC_012724	0	0	0
XLOC_012725	40.355	43.8912	45.5526
XLOC_012726	15.7644	25.1777	22.2429
XLOC_012727	0	0	0
XLOC_012728	8.07768	14.1203	21.0586
XLOC_012729	5.70353	7.11987	5.93491
XLOC_012730	17.8868	26.4112	21.295
XLOC_012731	0	0.135591	0
XLOC_012732	10.8226	18.2566	23.9725
XLOC_012733	0.050662	0.353344	0.402082
XLOC_012734	0.04034	0.503677	0.0737745
XLOC_012735	0.832201	34.2017	5.12226
XLOC_012736	48.3343	42.3878	42.5794
XLOC_012737	0.009936	0.16793	0
XLOC_012738	0.022927	0.130311	0
XLOC_012739	19.6796	10.9345	6.25466
XLOC_012740	16.7355	14.8321	11.4657
XLOC_012741	7.00772	16.1366	9.64344
XLOC_012742	0.078597	0.713613	0.461198
XLOC_012743	30.6877	22.1775	15.9821
XLOC_012744	1.86095	1.17616	0
XLOC_012745	0	0	0
XLOC_012746	0	0	0
XLOC_012747	9.53339	9.35525	7.64199
XLOC_012748	0.040123	0.852087	0.417948
XLOC_012749	66.692	46.7138	45.181
XLOC_012750	89.6408	97.9873	50.7036
XLOC_012751	0.35502	1.61744	1.51267
XLOC_012752	0.090371	0.466814	0.387914
XLOC_012753	0	0	0
XLOC_012754	0	0.0080445	0.219969
XLOC_012755	36.106	49.3438	57.8349
XLOC_012756	68.3169	53.0825	74.8637
XLOC_012757	36.3177	44.5494	55.0006
XLOC_012758	0.088069	0.256912	0.279239
XLOC_012759	0	0.280511	0.830391
XLOC_012760	0	0.773778	5.55708
XLOC_012761	0	0.0370093	0
XLOC_012762	0.413154	0.0766922	0.657797
XLOC_012763	0.316914	7.32869	0.830424
XLOC_012764	0.076035	0.0206882	0.0874152
XLOC_012765	2.91415	11.161	7.82447
XLOC_012766	31.2013	55.2294	59.9038
XLOC_012767	0	0.408189	0.394246
XLOC_012768	41.6933	40.1876	83.5888
XLOC_012769	0.042836	0.219054	0.0462087
XLOC_012770	6.64941	4.84471	5.98965
XLOC_012771	19.6295	19.5469	11.7545
XLOC_012772	1.90639	3.58348	3.17161
XLOC_012773	0	0.0971075	0.433873
XLOC_012774	0.074651	0.2492	0.449428
XLOC_012775	0.111601	0.179289	0.241789
XLOC_012776	0.901337	3.09603	5.2647
XLOC_012777	1.61351	9.27974	17.8643
XLOC_012778	1.29641	5.51905	14.41
XLOC_012779	12.3498	8.93524	7.11714
XLOC_012780	0.324858	0.183761	0.277475
XLOC_012781	15.1559	18.8384	8.17042
XLOC_012782	11.3756	348.686	70.3522
XLOC_012783	0.603046	0.742594	0.20919
XLOC_012784	29.6421	41.438	63.782
XLOC_012785	129.039	89.4693	96.266
XLOC_012786	9.76111	6.07022	3.51935
XLOC_012787	0.275967	7.20161	8.42243
XLOC_012788	14.3091	18.134	14.8681
XLOC_012789	10.3251	10.928	10.6923
XLOC_012790	0	0.347469	0.649835
XLOC_012791	0	0	0.0538553
XLOC_012792	0.37946	0.811547	1.08798
XLOC_012793	26.0896	29.9314	27.299
XLOC_012794	0	0.0357507	0
XLOC_012795	4.41885	6.99719	5.14939
XLOC_012796	5.77556	9.14454	6.83868
XLOC_012797	1.72614	0.568521	0.016208
XLOC_012798	0	0	0
XLOC_012799	0.425442	0.0384593	0
XLOC_012800	0.427503	0.0632452	0
XLOC_012801	0.205297	0.335096	0.0679927
XLOC_012802	0.599911	0.289107	0.356711
XLOC_012803	0	0	0
XLOC_012804	26.4599	35.1955	33.5188
XLOC_012805	7.78231	40.8264	17.8248
XLOC_012806	0	2.75825	8.09793
XLOC_012807	4.74558	5.38359	2.75673
XLOC_012808	0.629966	0.209912	0.271161
XLOC_012809	0	0	0
XLOC_012810	0	0	0
XLOC_012811	0	0	0
XLOC_012812	0	0	0
XLOC_012813	0	0	0
XLOC_012814	29.0304	30.8063	27.6987
XLOC_012815	0.029925	0.0609018	0
XLOC_012816	17.1412	16.4614	22.5982
XLOC_012817	0.348883	1.21231	0.490569
XLOC_012818	0	0	0
XLOC_012819	2.62922	2.84148	2.06072
XLOC_012820	0	0.0495175	0.224257
XLOC_012821	5.19257	1.0891	0.388843
XLOC_012822	0.092261	72.8476	181.752
XLOC_012823	0.089234	0.0454563	0
XLOC_012824	56.1467	46.0862	29.1204
XLOC_012825	0	0.011395	0.021589
XLOC_012826	0	0	0
XLOC_012827	0	0.112623	0.06346
XLOC_012828	23.187	13.3647	7.68792
XLOC_012829	0.278197	0.919958	0.503463
XLOC_012830	0	0	0
XLOC_012831	1.78742	3.78567	1.041
XLOC_012832	4.003	5.535	0.341676
XLOC_012833	0	0	0
XLOC_012834	7.57597	0.509473	0.822634
XLOC_012835	4.55908	9.4098	11.5377
XLOC_012836	11.4799	11.2495	3.9622
XLOC_012837	0	0	0
XLOC_012838	0	12.4842	26.0828
XLOC_012839	2.4326	3.91228	2.5337
XLOC_012840	7.37931	9.57801	6.1126
XLOC_012841	36.4196	72.5642	87.7567
XLOC_012842	13.5571	17.4641	10.1064
XLOC_012843	1.60308	1.95949	1.7368
XLOC_012844	0	0.0184247	0.110191
XLOC_012845	0	0.102428	0.105138
XLOC_012846	0	0	0
XLOC_012847	0.177156	0.0317473	0.329921
XLOC_012848	0.370175	0.0811558	0.0577722
XLOC_012849	0	0	0
XLOC_012850	0.140671	1.18602	0.313876
XLOC_012851	0.066823	0.125667	1.96693
XLOC_012852	0	0	0.975861
XLOC_012853	0.200953	0.254567	0.142599
XLOC_012854	0.095407	0.028999	0.320803
XLOC_012855	12.3376	44.2826	31.7056
XLOC_012856	0	0	0
XLOC_012857	0	0.01026	0
XLOC_012858	3.17583	3.13007	1.97402
XLOC_012859	11.4461	19.0869	22.088
XLOC_012860	19.5001	13.8926	18.4578
XLOC_012861	0.365907	1.10802	0.611555
XLOC_012862	0.418369	0.722062	0.701466
XLOC_012863	0.205322	0.68085	0.368498
XLOC_012864	0.03572	0.248452	0.0367483
XLOC_012865	0	0.214886	0.111024
XLOC_012866	7.19023	5.07388	4.71759
XLOC_012867	5.12118	7.42854	6.62983
XLOC_012868	0	0.462644	0.957389
XLOC_012869	0	0	0
XLOC_012870	0.16716	0.0167193	1.19084
XLOC_012871	0	0.0343385	0.489296
XLOC_012872	5.31354	23.851	101.054
