gene_id,K002000061_49347,K002000061_49348,K002000061_49350,K002000061_49346,K002000061_49349,K002000061_49351
XLOC_025294,2276,2826,2820,2728,3170,2523
XLOC_025295,525,883,664,629,555,712
XLOC_025298,1767,2075,1953,1757,1929,2120
XLOC_025299,0,0,0,0,0,0
XLOC_021982,0,0,0,0,0,0
XLOC_021983,0,11,4,0,7,7
XLOC_021980,4,5,5,0,0,0
XLOC_021981,1436,1753,1430,1386,1579,1660
XLOC_021986,36,32,33,27,34,34
XLOC_021987,290,268,281,274,310,243
XLOC_021984,0,0,0,0,0,1
XLOC_021985,174,147,185,176,205,153
XLOC_021988,141,126,133,112,110,142
XLOC_021989,0,0,0,0,0,0
XLOC_010919,0,3,1,0,0,0
XLOC_010918,0,1,4,2,5,2
XLOC_010915,909,847,859,755,897,811
XLOC_010914,1157,1281,1234,1474,1933,1658
XLOC_010917,191,211,217,168,279,241
XLOC_010916,3600,3890,3538,3526,3704,3779
XLOC_010911,0,0,0,0,0,7
XLOC_010910,0,0,0,0,0,0
XLOC_010913,68,89,37,65,27,112
XLOC_010912,0,0,0,0,0,0
XLOC_025744,0,0,0,0,0,0
XLOC_025745,0,0,0,0,0,0
XLOC_025746,0,0,0,0,4,0
XLOC_025747,135,137,118,135,139,165
XLOC_025740,256,391,304,231,269,351
XLOC_025741,1,0,0,0,0,0
XLOC_025742,108,57,137,60,164,139
XLOC_013003,0,0,0,0,0,0
XLOC_025748,0,5,0,0,0,1
XLOC_025749,4797,4765,4766,4338,6023,5753
XLOC_021674,0,0,0,2,0,0
XLOC_008846,2,0,0,0,3,0
XLOC_021676,0,0,0,0,0,0
XLOC_021677,45,79,45,70,91,95
XLOC_021670,61,62,50,64,66,58
XLOC_021671,36,52,36,36,14,32
XLOC_021672,3680,3945,3821,3599,4155,4105
XLOC_008847,8,0,1,3,0,5
XLOC_019062,20,15,6,6,14,7
XLOC_021678,22,39,19,18,37,11
XLOC_021679,6,19,5,9,7,9
XLOC_019063,5,4,11,4,8,10
XLOC_008845,10001,10640,10400,8258,11863,10027
XLOC_019060,61,25,51,26,36,42
XLOC_003814,0,0,0,0,0,0
XLOC_019061,10,2,0,4,4,5
XLOC_003815,16725,15980,17331,14646,18590,15810
XLOC_003816,1724,2722,2859,2110,2642,2347
XLOC_003817,4109,6398,5703,4156,5746,5517
XLOC_005913,237,292,287,316,462,330
XLOC_012206,6,9,20,12,10,27
XLOC_012205,7,2,6,12,10,7
XLOC_012204,0,0,0,0,0,0
XLOC_012203,3,13,6,6,6,8
XLOC_012202,6,0,0,0,0,3
XLOC_012201,10,3,27,23,13,3
XLOC_012200,5,0,1,2,1,0
XLOC_022213,6,8,0,3,0,5
XLOC_022212,846,701,780,915,1275,1116
XLOC_005919,37,48,41,34,39,54
XLOC_005918,214,197,231,218,266,261
XLOC_022217,119,274,179,195,126,199
XLOC_027209,0,0,0,0,0,0
XLOC_012209,126,141,83,88,135,102
XLOC_012208,6,26,40,26,27,53
XLOC_027208,0,0,0,0,0,0
XLOC_027203,0,0,0,0,0,0
XLOC_027202,0,0,0,0,0,0
XLOC_027201,0,0,0,0,0,0
XLOC_000989,0,0,0,3,0,2
XLOC_020252,0,0,0,0,0,0
XLOC_000983,11,5,13,18,33,54
XLOC_020255,1154,1150,1118,1062,1345,1070
XLOC_000981,7,3,5,13,14,21
XLOC_000980,2,3,3,13,5,11
XLOC_000987,779,1249,981,929,935,996
XLOC_000986,8,7,8,7,12,6
XLOC_000985,0,0,0,0,0,2
XLOC_000984,0,0,0,0,0,0
XLOC_024912,34,41,42,39,34,37
XLOC_024913,0,0,0,0,0,0
XLOC_024910,110,113,112,111,183,153
XLOC_024911,3,11,11,8,5,5
XLOC_024916,117,162,130,129,132,135
XLOC_027205,0,0,0,0,0,0
XLOC_024914,0,0,0,10,6,4
XLOC_024915,6199,6028,6278,5616,7028,6193
XLOC_024918,202,153,113,136,166,159
XLOC_027204,0,0,0,0,0,0
XLOC_017129,6,3,3,4,1,2
XLOC_022464,385,424,397,367,472,473
XLOC_017128,6,5,3,7,4,5
XLOC_016053,0,0,0,0,0,0
XLOC_017121,1408,1597,1442,1549,1682,1672
XLOC_017120,246,289,266,240,245,284
XLOC_021122,9,8,9,17,13,6
XLOC_009355,13,7,9,13,29,11
XLOC_009354,1448,1644,1346,1267,1684,1499
XLOC_001168,16,14,5,7,6,12
XLOC_001169,253,385,324,358,353,436
XLOC_009351,960,1397,1331,1299,1424,1211
XLOC_009350,4697,5525,4868,4640,4808,4837
XLOC_009353,31,69,54,41,68,39
XLOC_009352,92,222,188,186,183,177
XLOC_001162,165,134,171,113,154,125
XLOC_001163,108,119,93,111,116,102
XLOC_001160,2597,2850,2847,2426,2907,2612
XLOC_001161,158,180,156,156,182,161
XLOC_001166,0,0,0,0,0,0
XLOC_009358,24,18,11,10,11,15
XLOC_001164,42,67,54,35,45,40
XLOC_017124,303,319,263,236,328,268
XLOC_017127,0,0,0,0,0,0
XLOC_017126,833,1106,894,915,1003,960
XLOC_003988,0,0,0,0,3,1
XLOC_003989,57,67,81,70,48,66
XLOC_003982,0,0,0,0,0,0
XLOC_003983,0,0,0,0,0,0
XLOC_003980,0,0,0,0,0,0
XLOC_003981,0,0,0,0,0,0
XLOC_003986,15,13,12,8,17,9
XLOC_003987,0,0,0,0,0,0
XLOC_003984,0,0,0,0,0,0
XLOC_003985,7124,12363,8522,8691,7833,10146
XLOC_006754,2486,2457,2419,2156,2743,2483
XLOC_006755,0,0,0,0,0,0
XLOC_006756,143,319,304,324,440,374
XLOC_006757,23,28,23,40,44,27
XLOC_006750,92,242,117,111,105,211
XLOC_006751,7531,7482,6495,6426,6956,6040
XLOC_006752,1528,1399,1420,1306,1787,1408
XLOC_006753,82,106,102,61,78,130
XLOC_006758,0,0,0,0,0,0
XLOC_006759,3,3,0,0,0,5
XLOC_001298,7633,6741,6354,5008,6654,5418
XLOC_001299,0,0,0,0,0,0
XLOC_004668,5940,6479,5902,6056,6747,6585
XLOC_004669,2323,2438,2430,2146,2651,2392
XLOC_004666,0,0,0,0,0,0
XLOC_004667,0,0,0,0,2,2
XLOC_004664,27,47,34,28,34,35
XLOC_004665,0,0,0,0,0,0
XLOC_001290,0,0,0,0,0,0
XLOC_001291,34,128,76,125,71,150
XLOC_001292,9437,9184,9180,8394,10451,9261
XLOC_004661,0,0,0,0,0,0
XLOC_007409,0,0,0,0,0,0
XLOC_007408,3,0,8,0,4,4
XLOC_007403,39,10,14,27,15,23
XLOC_007402,0,0,0,0,0,0
XLOC_007401,0,0,0,0,0,0
XLOC_007400,0,0,0,0,0,0
XLOC_007407,0,0,0,0,0,0
XLOC_007406,2,0,0,0,0,3
XLOC_007405,0,4,0,0,0,4
XLOC_007404,0,0,0,0,0,0
XLOC_005139,3303,3643,3622,3470,4211,3950
XLOC_005138,926,1405,1161,1104,1273,1354
XLOC_005135,58,86,88,71,92,84
XLOC_005134,0,0,5,0,0,0
XLOC_005137,1508,1428,1364,1402,1504,1330
XLOC_005136,91,60,103,78,95,82
XLOC_005131,938,811,1008,847,1163,1040
XLOC_005130,2630,4431,4349,4482,5259,3828
XLOC_005133,3953,3739,3776,3094,4134,4231
XLOC_005132,11113,12711,11858,10326,12564,12120
XLOC_003472,0,0,0,0,0,0
XLOC_003473,0,0,0,0,0,0
XLOC_003470,237,389,315,338,354,353
XLOC_003471,0,0,0,0,0,0
XLOC_003476,6604,7265,6799,6627,7602,7312
XLOC_003477,32,11,14,0,3,0
XLOC_003474,0,0,0,0,0,0
XLOC_003475,0,0,0,0,0,0
XLOC_003478,33,16,24,0,19,0
XLOC_003479,10,10,4,3,0,1
XLOC_001939,0,0,0,1,0,0
XLOC_001938,115,141,79,170,203,156
XLOC_001931,0,0,2,0,0,0
XLOC_001930,609,759,636,636,727,726
XLOC_001933,0,0,0,0,0,0
XLOC_001932,3822,4530,3713,3832,4306,4148
XLOC_001935,245,213,173,213,301,298
XLOC_001934,3600,5260,4943,5144,6985,6258
XLOC_001937,228,257,265,296,411,347
XLOC_001936,74,112,62,126,189,125
XLOC_008741,13,8,16,9,8,18
XLOC_008740,8,13,6,9,13,6
XLOC_008743,9,39,24,39,39,80
XLOC_008742,1029,1761,1151,1110,1038,1168
XLOC_008745,267,308,279,266,291,310
XLOC_008744,23,13,14,13,15,21
XLOC_008747,0,0,0,0,0,0
XLOC_008746,11,36,23,19,40,51
XLOC_008749,5622,7217,5772,6280,7357,7059
XLOC_008748,9456,8892,9065,8290,10774,9144
XLOC_003199,5,0,15,6,38,11
XLOC_003198,3,1,5,0,0,0
XLOC_024304,0,0,0,0,0,0
XLOC_026666,0,3,8,5,5,14
XLOC_026667,0,0,0,3,0,0
XLOC_026664,0,0,0,0,0,0
XLOC_026665,1672,1694,1800,1354,2065,1750
XLOC_026662,267,171,184,195,223,237
XLOC_026663,0,0,0,0,0,0
XLOC_026660,140,95,127,132,178,155
XLOC_026661,771,769,682,703,1013,799
XLOC_003197,5,5,6,3,4,3
XLOC_026668,119,117,112,110,152,130
XLOC_026669,47,69,76,79,85,62
XLOC_024303,185,210,171,198,251,193
XLOC_003196,1819,2117,1816,1881,2282,2069
XLOC_013808,1699,3141,2566,2122,3237,2500
XLOC_013809,14,8,16,4,21,4
XLOC_013802,2089,2371,2120,1813,2373,1863
XLOC_013803,26,40,38,34,60,49
XLOC_013800,1041,927,896,727,1088,989
XLOC_013801,171,172,222,189,297,294
XLOC_013806,0,0,0,0,0,0
XLOC_013807,364,532,452,413,451,439
XLOC_013804,1464,1442,1472,1383,1880,1639
XLOC_013805,3,5,0,5,0,0
XLOC_009830,3184,3404,3119,2921,3648,3430
XLOC_009831,3661,4012,6189,6161,7106,4056
XLOC_009832,406,459,413,465,405,497
XLOC_009833,79,79,77,86,100,89
XLOC_009834,9,27,38,39,27,45
XLOC_009835,0,0,0,0,0,8
XLOC_009836,5744,5191,5282,5176,6297,5497
XLOC_009837,0,0,0,0,0,0
XLOC_009838,24,35,28,42,29,37
XLOC_009839,33,43,57,47,36,74
XLOC_015321,354,317,319,287,465,435
XLOC_015320,207,195,189,232,327,267
XLOC_015323,3845,3627,3776,3274,4332,3616
XLOC_015322,0,0,0,0,0,0
XLOC_015325,73,133,123,100,152,97
XLOC_015324,288,204,240,247,244,227
XLOC_015327,0,0,0,0,0,0
XLOC_015326,0,0,0,0,0,0
XLOC_015329,5,4,0,0,7,6
XLOC_015328,3,2,0,0,0,3
XLOC_027135,0,0,0,0,0,0
XLOC_027134,0,0,0,0,0,0
XLOC_027137,0,0,0,0,0,0
XLOC_027136,0,0,0,0,0,0
XLOC_027131,0,0,0,0,0,0
XLOC_027130,0,0,0,0,0,0
XLOC_027133,0,0,0,0,0,0
XLOC_027132,0,0,0,0,0,0
XLOC_027139,0,0,0,0,0,0
XLOC_027138,0,0,0,0,0,0
XLOC_004416,3168,4824,3158,3537,4771,4492
XLOC_008507,1895,2090,2131,1854,2338,2044
XLOC_008506,728,751,683,567,738,760
XLOC_014847,533,684,619,567,540,585
XLOC_004418,29,26,15,16,23,18
XLOC_006710,358,993,755,585,553,567
XLOC_008505,212,243,255,176,223,257
XLOC_014050,569,619,594,525,611,640
XLOC_000785,0,0,0,0,0,0
XLOC_014052,109,63,76,15,41,11
XLOC_021479,0,0,0,0,0,0
XLOC_014054,0,2,0,0,0,0
XLOC_014055,0,0,0,0,0,0
XLOC_014056,0,0,0,0,0,0
XLOC_014057,1487,1471,1579,1348,1824,1461
XLOC_014058,7,17,11,13,24,14
XLOC_014059,0,0,0,0,0,0
XLOC_021470,25,18,18,27,32,23
XLOC_021471,0,3,0,0,0,0
XLOC_021476,753,1446,1327,1062,1556,1078
XLOC_006378,0,0,0,0,0,0
XLOC_021474,58,38,47,61,56,43
XLOC_021475,13,11,4,6,9,9
XLOC_006379,0,0,4,0,0,0
XLOC_014849,0,2,0,0,0,0
XLOC_023908,0,0,0,0,0,0
XLOC_011608,245,281,185,245,319,313
XLOC_023904,0,0,0,0,0,0
XLOC_023905,0,0,0,0,0,0
XLOC_023906,3,0,0,0,6,0
XLOC_000782,0,0,0,0,0,0
XLOC_023900,100,98,85,62,104,113
XLOC_023901,142,182,184,109,238,257
XLOC_023902,392,494,491,433,447,472
XLOC_023903,1465,1555,1406,1337,1508,1373
XLOC_016650,6465,7084,6584,4526,5172,5213
XLOC_014588,5,0,0,0,8,15
XLOC_014589,0,0,0,0,0,0
XLOC_016651,1301,1350,1261,1219,1558,1369
XLOC_014582,1,1,1,1,1,1
XLOC_014583,0,0,0,0,0,0
XLOC_014580,0,0,0,0,0,0
XLOC_014581,24,24,21,23,33,23
XLOC_014586,83,75,80,76,134,97
XLOC_014587,0,0,0,2,0,0
XLOC_014584,11,9,7,15,8,5
XLOC_014585,9,27,21,21,11,16
XLOC_016653,0,0,0,0,0,5
XLOC_016654,124,125,153,133,153,139
XLOC_006714,213,242,196,203,208,259
XLOC_016655,209,558,453,310,380,428
XLOC_016656,1,5,1,0,2,0
XLOC_016657,0,0,0,0,0,0
XLOC_006715,0,8,0,0,4,0
XLOC_018969,1977,2045,1953,1866,2438,2146
XLOC_013587,15,29,13,6,20,12
XLOC_013586,5084,4700,5105,5821,7552,5952
XLOC_013585,0,0,0,0,0,0
XLOC_016569,0,0,0,3,0,13
XLOC_013583,1696,1586,1717,1566,2076,1487
XLOC_013582,0,0,0,5,0,0
XLOC_013581,0,0,0,5,9,8
XLOC_013580,0,0,0,0,0,0
XLOC_016562,105,154,99,130,145,115
XLOC_016563,709,1032,835,774,877,952
XLOC_016560,2,0,0,0,0,0
XLOC_016561,1409,1407,1361,1302,1535,1294
XLOC_016566,569,683,698,608,711,653
XLOC_016567,6182,8845,7876,7115,8055,7676
XLOC_016564,0,0,0,0,0,0
XLOC_016565,109,62,80,79,84,86
XLOC_013059,0,0,0,0,0,0
XLOC_013058,0,0,0,1,0,0
XLOC_013051,126,259,145,177,149,193
XLOC_013050,446,464,393,290,365,339
XLOC_013053,298,380,444,509,611,592
XLOC_013052,74,94,108,130,137,104
XLOC_013055,9,34,32,26,34,23
XLOC_013054,18,24,31,33,35,56
XLOC_013057,0,0,0,0,0,0
XLOC_013056,26,30,31,27,36,38
XLOC_016698,0,0,0,0,0,0
XLOC_016699,0,0,10,0,0,0
XLOC_016694,5346,5834,5334,5235,6095,6087
XLOC_016695,0,0,0,0,0,0
XLOC_016696,0,0,0,0,0,0
XLOC_016697,2222,1979,2148,2041,2655,2237
XLOC_016690,598,936,822,698,764,888
XLOC_016691,383,456,419,520,461,632
XLOC_016692,2,0,3,0,2,0
XLOC_016693,123,160,119,106,117,97
XLOC_010591,747,769,733,821,1037,842
XLOC_025886,0,0,0,0,0,0
XLOC_010593,2827,3398,3354,3199,3863,3463
XLOC_010592,0,3,3,0,0,0
XLOC_010595,7,17,16,13,13,5
XLOC_010594,3961,4663,4650,4624,5253,4695
XLOC_025881,1632,4222,4037,3708,4834,3653
XLOC_010596,16,16,13,33,12,32
XLOC_010599,0,0,0,0,0,0
XLOC_010598,0,0,0,0,0,0
XLOC_025889,4222,4787,4781,4342,5331,4847
XLOC_025888,0,0,0,0,0,0
XLOC_022358,0,0,0,0,0,0
XLOC_022359,1,3,6,3,5,3
XLOC_022352,0,0,0,0,0,0
XLOC_022353,0,0,0,0,0,0
XLOC_022350,151,177,208,166,174,164
XLOC_022351,160,157,176,145,197,173
XLOC_022356,0,2,0,0,0,0
XLOC_022357,0,0,0,0,0,0
XLOC_022354,3,3,2,2,5,4
XLOC_022355,9,5,11,4,15,9
XLOC_018348,81,84,83,78,76,119
XLOC_018349,353,297,291,303,383,389
XLOC_018344,0,0,0,0,0,0
XLOC_018345,2718,2642,2643,2244,2201,1949
XLOC_018346,349,275,273,296,333,267
XLOC_018347,6,44,39,35,46,46
XLOC_018340,0,0,0,0,0,0
XLOC_018341,0,0,0,0,0,0
XLOC_018342,3,0,0,0,0,0
XLOC_018343,0,0,0,0,0,0
XLOC_004468,84,176,80,129,97,146
XLOC_004469,361,543,434,438,282,469
XLOC_004464,2292,2785,2554,2123,2898,2674
XLOC_004465,9149,10497,11392,9865,12135,9682
XLOC_004466,22,13,5,5,25,16
XLOC_004467,8318,8377,7913,7154,8927,8066
XLOC_004460,455,536,461,476,521,484
XLOC_004461,49,29,22,14,17,20
XLOC_004462,2164,2338,2096,2034,2538,2427
XLOC_004463,28,27,26,24,46,33
XLOC_014872,276,327,315,242,382,324
XLOC_014873,0,0,0,0,0,0
XLOC_014870,0,0,0,0,0,0
XLOC_014871,0,0,0,0,0,0
XLOC_014876,1,1,3,0,3,1
XLOC_014877,153,194,159,176,248,183
XLOC_014874,0,0,0,0,0,0
XLOC_014875,0,0,0,0,0,0
XLOC_000514,0,0,0,0,0,0
XLOC_000515,0,0,0,0,0,0
XLOC_000516,0,0,0,0,0,0
XLOC_000517,0,0,0,0,0,0
XLOC_000510,16,7,2,9,7,10
XLOC_000511,60,54,61,62,50,52
XLOC_000512,0,0,0,0,0,0
XLOC_000513,0,0,0,0,0,0
XLOC_021035,1243,1258,1277,1046,1341,1227
XLOC_022828,20,8,8,6,12,3
XLOC_022829,86,78,52,51,51,51
XLOC_022820,10,6,9,9,20,19
XLOC_022821,243,340,226,239,247,366
XLOC_022822,3488,6428,4417,3992,3896,5458
XLOC_022823,0,0,0,0,0,0
XLOC_022824,0,0,0,0,0,0
XLOC_022825,0,0,0,0,0,0
XLOC_022826,6,0,8,2,0,0
XLOC_022827,1473,1468,1401,1234,1531,1458
XLOC_011349,1299,1474,1351,1230,1409,1393
XLOC_011348,1,0,0,3,0,0
XLOC_011347,22,14,11,18,10,17
XLOC_011346,104,130,120,113,123,150
XLOC_011345,976,1276,976,832,1095,1037
XLOC_011344,291,523,763,385,649,690
XLOC_011343,0,0,0,0,0,0
XLOC_011342,74,64,108,68,91,60
XLOC_011341,602,652,676,498,697,675
XLOC_011340,5,38,8,30,34,11
XLOC_005333,14,15,18,0,8,0
XLOC_005332,0,9,5,0,0,0
XLOC_005331,67,32,31,24,31,48
XLOC_005330,136,168,102,25,82,84
XLOC_005337,409,565,450,412,482,458
XLOC_005336,0,0,0,0,0,0
XLOC_005335,0,0,0,0,0,0
XLOC_005334,2475,3161,2831,2736,2809,2745
XLOC_005339,8,0,0,0,6,10
XLOC_005338,1531,1950,1786,1317,2190,2011
XLOC_006826,1398,1298,1294,1385,1943,1840
XLOC_006827,0,0,0,0,0,0
XLOC_006824,2443,3357,2638,2498,2462,2852
XLOC_006825,0,4,0,0,14,2
XLOC_006822,0,0,0,7,3,4
XLOC_006823,0,0,0,0,1,0
XLOC_006820,0,0,6,0,0,0
XLOC_006821,2,0,0,0,0,0
XLOC_006828,0,0,0,0,0,0
XLOC_006829,0,0,0,0,0,0
XLOC_011969,236,253,218,162,242,169
XLOC_011968,499,526,442,480,612,515
XLOC_011963,36,24,18,27,40,40
XLOC_011962,9,0,0,11,2,4
XLOC_011961,0,0,0,0,0,0
XLOC_011960,16,25,24,11,11,11
XLOC_011967,17,9,0,11,7,12
XLOC_011966,5,18,15,9,13,9
XLOC_011965,60,33,34,33,45,75
XLOC_011964,42,23,41,58,58,59
XLOC_024372,8,15,18,26,28,22
XLOC_024373,0,0,0,0,0,0
XLOC_024370,0,0,0,0,0,0
XLOC_024371,7,2,10,14,16,29
XLOC_024376,0,0,0,7,0,0
XLOC_024377,0,0,0,0,0,0
XLOC_024374,2,10,2,0,0,0
XLOC_024375,0,0,0,0,0,0
XLOC_024378,0,0,0,0,0,0
XLOC_024379,0,0,0,0,0,0
XLOC_020462,68,50,49,65,42,61
XLOC_020463,13,3,3,15,11,5
XLOC_020460,8564,9464,8695,8111,10602,10018
XLOC_020461,9,6,12,8,15,10
XLOC_020466,38,99,88,91,82,81
XLOC_020467,8,26,30,21,31,23
XLOC_020464,1684,1738,1719,1516,1755,1726
XLOC_020465,15,72,84,58,75,64
XLOC_020468,126,107,121,136,142,146
XLOC_020469,0,0,0,0,0,0
XLOC_006174,0,0,0,0,0,0
XLOC_006175,0,0,0,0,0,0
XLOC_006176,1685,1867,1823,1770,2121,1905
XLOC_006177,137,138,153,120,180,154
XLOC_006170,0,0,0,0,0,0
XLOC_006171,0,0,0,0,0,0
XLOC_006172,7,0,0,0,0,0
XLOC_006173,0,0,0,0,0,0
XLOC_006178,755,1143,844,804,896,807
XLOC_006179,1304,1386,1599,1515,1877,1446
XLOC_007889,0,0,0,0,0,0
XLOC_007888,15,52,23,21,25,46
XLOC_007887,0,0,0,0,0,0
XLOC_007886,0,0,0,0,0,0
XLOC_007885,0,0,0,0,0,0
XLOC_007884,0,0,0,0,0,0
XLOC_007883,0,0,0,0,0,0
XLOC_007882,121,159,153,118,160,169
XLOC_007881,19522,18883,19172,17370,21200,20221
XLOC_007880,3747,2989,3995,6149,7710,6612
XLOC_019574,0,0,0,0,0,0
XLOC_019575,4,0,0,3,0,0
XLOC_019576,10,4,0,0,16,25
XLOC_019577,80,113,92,86,92,92
XLOC_019570,0,0,0,0,0,0
XLOC_019571,1074,1039,979,932,1141,1042
XLOC_019572,23,38,25,33,37,36
XLOC_019573,0,0,0,0,0,0
XLOC_019578,5793,7982,6324,6982,7416,7753
XLOC_019579,2062,2281,2269,1997,1905,2192
XLOC_018381,0,0,0,0,0,0
XLOC_007229,99,79,75,69,86,73
XLOC_007228,3369,3434,3275,2704,3350,2824
XLOC_007223,0,6,0,0,0,8
XLOC_007222,0,0,0,0,0,0
XLOC_007221,0,0,0,0,0,0
XLOC_007220,140,168,136,142,177,181
XLOC_007227,3,2,6,5,11,4
XLOC_007226,0,0,0,0,0,0
XLOC_007225,12,0,0,0,10,14
XLOC_007224,0,0,0,0,0,0
XLOC_018629,812,944,1012,578,1047,917
XLOC_018628,28,34,32,40,34,47
XLOC_018623,0,0,0,4,0,0
XLOC_018622,1579,1372,1329,1275,1678,1397
XLOC_018621,1756,1559,1685,1460,1943,1631
XLOC_018620,855,754,869,783,1001,791
XLOC_018627,0,4,0,0,1,0
XLOC_018626,0,0,0,0,0,0
XLOC_018625,0,0,0,0,0,0
XLOC_018624,0,0,0,0,0,0
XLOC_027114,0,0,0,0,0,0
XLOC_001319,1452,1406,1475,1369,1856,1697
XLOC_001318,54,67,73,51,68,57
XLOC_004149,3,1,3,0,0,1
XLOC_004148,6586,6216,6183,5166,6795,5808
XLOC_001311,340,314,402,300,329,316
XLOC_001310,4706,5670,5016,4927,4765,5032
XLOC_001313,0,0,0,0,0,0
XLOC_001312,542,508,488,606,424,550
XLOC_001315,80,108,84,102,123,64
XLOC_001314,249,259,255,234,261,295
XLOC_001317,0,0,0,0,0,0
XLOC_001316,700,917,764,891,675,976
XLOC_009678,0,0,0,0,0,0
XLOC_009679,13813,13410,11963,9526,12935,14784
XLOC_009676,0,0,0,0,0,0
XLOC_009677,0,0,3,0,2,3
XLOC_009674,23,25,13,14,19,0
XLOC_009675,18,15,26,19,17,20
XLOC_009672,21,10,25,18,21,28
XLOC_009673,5188,4754,5124,5046,6748,5750
XLOC_009670,5,0,0,0,13,9
XLOC_009671,52485,50423,50272,44129,54489,47022
XLOC_002668,586,600,451,467,596,494
XLOC_002669,0,0,0,0,0,0
XLOC_002660,0,0,0,0,0,0
XLOC_002661,0,0,0,0,0,0
XLOC_002662,0,0,0,0,0,0
XLOC_002663,0,0,0,0,0,0
XLOC_002664,0,0,0,0,0,0
XLOC_002665,236,283,271,245,275,318
XLOC_002666,17,5,7,15,13,17
XLOC_002667,9255,9576,9574,8589,10228,9738
XLOC_020259,2009,1927,1874,1718,2350,2264
XLOC_020258,2425,2843,2644,2139,2527,2233
XLOC_019598,3,4,1,6,0,0
XLOC_002995,0,0,0,0,0,0
XLOC_020810,10,11,16,10,11,27
XLOC_002998,16,30,39,28,21,27
XLOC_019595,0,0,0,1,0,0
XLOC_007676,0,0,0,0,0,3
XLOC_007677,11,18,13,8,19,25
XLOC_023311,0,0,0,5,0,0
XLOC_026142,0,0,0,0,0,0
XLOC_026141,0,0,3,0,0,0
XLOC_026140,63,43,49,59,44,45
XLOC_026147,0,0,0,0,2,0
XLOC_026146,1,2,0,2,0,1
XLOC_023317,19,11,22,15,0,30
XLOC_023316,118,326,222,232,226,252
XLOC_023319,504,458,529,411,565,422
XLOC_023318,0,0,0,0,4,0
XLOC_026149,0,0,0,0,0,0
XLOC_026148,785,745,862,727,988,768
XLOC_016881,0,0,0,0,0,0
XLOC_016880,265,352,143,93,127,281
XLOC_016883,606,645,493,544,638,779
XLOC_016882,0,2,0,0,2,3
XLOC_016885,55377,52554,56578,53228,72246,57907
XLOC_016884,0,0,0,0,0,0
XLOC_016887,664,904,739,789,825,831
XLOC_016886,811,767,908,930,1289,1068
XLOC_016889,0,0,0,0,0,0
XLOC_016888,3479,3622,3845,3206,3966,3850
XLOC_026495,4066,4460,4373,4139,4672,4807
XLOC_026494,0,0,0,0,0,0
XLOC_026497,820,563,671,664,1099,732
XLOC_026496,11,29,31,23,68,51
XLOC_026491,351,395,371,306,381,400
XLOC_026490,94,81,85,56,98,60
XLOC_026493,0,0,0,0,0,0
XLOC_026492,0,0,0,0,0,0
XLOC_026499,15,21,17,36,30,24
XLOC_026498,96,43,56,40,62,52
XLOC_013639,11983,13958,11486,11568,11846,11047
XLOC_013638,23,8,8,13,20,31
XLOC_013631,0,0,0,0,0,0
XLOC_013630,2940,3117,3351,3048,3611,3480
XLOC_013633,0,0,0,0,0,0
XLOC_013632,0,0,0,0,0,0
XLOC_013635,0,0,0,0,0,0
XLOC_013634,693,644,570,547,871,735
XLOC_013637,0,0,0,0,0,0
XLOC_013636,0,0,0,0,0,0
XLOC_015288,1364,1420,1303,841,1234,1170
XLOC_015289,501,465,512,347,438,319
XLOC_015286,916,755,809,499,830,619
XLOC_015287,833,898,775,492,760,658
XLOC_015284,23,7,16,5,8,2
XLOC_015285,12725,15409,14131,5361,13101,12493
XLOC_015282,0,0,0,0,5,0
XLOC_015283,21,17,23,7,20,28
XLOC_015280,0,0,0,0,0,0
XLOC_020257,319,309,250,236,323,267
XLOC_020660,0,0,0,0,0,0
XLOC_020661,0,50,70,33,44,50
XLOC_020662,2713,4707,3177,3509,3136,4307
XLOC_020663,8851,9383,8994,9598,11488,9614
XLOC_020664,0,2,0,0,0,0
XLOC_020665,3222,4978,4893,4651,5427,4665
XLOC_020666,1534,1410,1391,1501,1900,1882
XLOC_020667,0,0,0,0,0,0
XLOC_020668,0,2,0,1,3,0
XLOC_020669,0,4,0,0,0,0
XLOC_020256,10,12,13,12,26,11
XLOC_007537,676,690,596,568,759,689
XLOC_007536,616,538,558,685,866,664
XLOC_014627,21,21,9,17,31,23
XLOC_014626,55,76,72,53,55,66
XLOC_014625,1659,1601,1571,1687,1963,1874
XLOC_014624,356,333,341,265,396,285
XLOC_014623,3,0,0,0,0,0
XLOC_014622,8212,7536,8201,7452,8282,7965
XLOC_014621,7,0,0,2,7,10
XLOC_014620,820,932,972,745,1026,896
XLOC_021201,0,0,3,0,0,0
XLOC_021200,0,0,0,0,0,0
XLOC_021203,1,0,3,0,0,0
XLOC_021202,2,0,0,0,0,0
XLOC_021205,0,3,0,0,0,0
XLOC_021204,0,0,0,0,0,0
XLOC_021207,9762,9377,9744,8710,11595,9680
XLOC_021206,2017,1838,1906,1726,2133,1981
XLOC_016719,58,39,50,23,42,59
XLOC_016718,54,36,52,42,46,38
XLOC_011569,1076,1120,1087,913,1267,1077
XLOC_011568,0,0,0,0,2,0
XLOC_016711,959,1147,1194,985,1134,1182
XLOC_016710,1896,2271,2161,1952,2172,2161
XLOC_016713,17,16,14,21,13,16
XLOC_016712,4341,4067,4419,3772,4934,4318
XLOC_011563,400,370,419,347,504,423
XLOC_011562,0,0,0,0,0,0
