gene_id,K002000061_49347,K002000061_49348,K002000061_49350,K002000061_49346,K002000061_49349,K002000061_49351
XLOC_013137,1667,1747,1646,1556,2023,1711
XLOC_018898,0,0,0,1,5,0
XLOC_018899,2318,4751,3235,3496,3286,3889
XLOC_019190,0,0,0,0,0,0
XLOC_018890,840,845,840,745,895,820
XLOC_018891,2340,5221,3055,3236,3276,3878
XLOC_018892,0,0,0,0,0,10
XLOC_018893,4124,3690,3802,3929,4829,4161
XLOC_018894,34,42,38,41,51,62
XLOC_018895,302,319,288,375,396,397
XLOC_018896,2,0,0,0,0,0
XLOC_018897,0,0,0,0,0,0
XLOC_020369,20,39,13,25,14,22
XLOC_016019,0,0,0,0,7,0
XLOC_020368,65,86,58,65,38,54
XLOC_015745,0,0,0,0,0,0
XLOC_015744,0,0,0,0,0,0
XLOC_015743,0,0,0,0,0,0
XLOC_015742,0,0,0,0,0,0
XLOC_009399,556,560,598,531,618,608
XLOC_009398,0,4,0,2,2,4
XLOC_015741,0,0,0,0,1,0
XLOC_009391,65,71,55,69,62,67
XLOC_009390,415,470,398,373,277,311
XLOC_009393,1292,1672,1478,1350,1554,1673
XLOC_015740,0,1,0,0,0,1
XLOC_009395,12,38,24,18,11,28
XLOC_009394,328,353,401,330,425,313
XLOC_009397,6682,7643,7350,7082,8529,7756
XLOC_009396,0,4,1,0,0,0
XLOC_012502,0,0,0,0,0,0
XLOC_020365,37,31,16,19,15,14
XLOC_020364,27,18,14,10,9,13
XLOC_006718,8302,8082,8069,7368,8549,7884
XLOC_006719,15,27,19,16,14,31
XLOC_015749,0,0,0,0,0,0
XLOC_003948,13,10,5,12,51,46
XLOC_003949,18,0,4,20,39,33
XLOC_003946,756,1107,940,995,1104,1058
XLOC_006711,0,0,0,0,0,0
XLOC_003944,7224,9184,7737,6954,9363,8952
XLOC_003945,279,263,274,238,300,234
XLOC_003942,7118,10145,8611,7767,8400,8660
XLOC_003943,56,54,41,50,44,42
XLOC_003940,787,950,862,858,890,1009
XLOC_003941,0,3,0,1,3,2
XLOC_021018,2,1,3,2,1,3
XLOC_007760,1819,1531,1991,2529,2914,2335
XLOC_021019,138,164,163,253,208,178
XLOC_007761,363,370,448,489,576,480
XLOC_004622,1177,1117,1776,1548,1801,1764
XLOC_012427,9129,8972,9089,8219,10379,7908
XLOC_004620,9,23,13,46,50,57
XLOC_004621,0,0,0,0,0,0
XLOC_004626,0,0,0,0,0,0
XLOC_004627,0,0,0,0,0,0
XLOC_004624,0,0,0,0,0,0
XLOC_012426,1237,1161,1205,969,1431,1258
XLOC_004628,0,0,0,0,0,0
XLOC_004629,0,0,0,0,0,0
XLOC_020864,0,0,0,0,3,0
XLOC_020865,144,136,117,124,154,147
XLOC_020862,0,0,0,0,0,0
XLOC_020863,0,0,0,0,0,0
XLOC_021010,5,0,3,14,10,12
XLOC_012421,20,18,12,23,19,15
XLOC_012286,47,58,46,53,65,40
XLOC_020861,0,0,3,0,1,0
XLOC_017673,6968,10402,9978,12302,20341,17138
XLOC_021013,0,0,0,0,0,0
XLOC_021014,2417,2616,2506,2221,2455,2201
XLOC_021015,1707,1714,1583,1343,1699,1501
XLOC_021016,0,0,0,0,0,0
XLOC_017676,57,52,57,96,109,95
XLOC_017601,0,0,0,0,0,0
XLOC_002707,375,401,411,88,123,109
XLOC_002706,99,100,118,29,21,34
XLOC_002705,680,648,594,189,189,201
XLOC_002704,573,473,469,131,139,145
XLOC_002703,0,0,0,0,0,0
XLOC_002702,0,0,0,0,0,0
XLOC_002701,0,9,13,6,0,2
XLOC_002700,0,0,0,0,0,0
XLOC_017602,67,58,123,75,103,64
XLOC_002709,0,0,0,0,0,0
XLOC_002708,348,493,568,210,230,197
XLOC_001979,0,0,0,0,1,0
XLOC_001978,0,0,0,0,0,3
XLOC_001975,0,3,0,0,0,0
XLOC_001974,0,0,0,0,0,0
XLOC_001977,1724,1799,1657,1571,2014,1924
XLOC_001976,0,0,0,0,0,0
XLOC_001971,0,0,3,0,0,0
XLOC_001970,0,16,0,5,4,13
XLOC_001973,0,0,0,0,0,0
XLOC_001972,4,7,12,20,15,27
XLOC_014459,7,0,0,0,0,0
XLOC_008705,920,1192,1235,1423,1747,1142
XLOC_008704,0,0,0,0,0,0
XLOC_008707,4851,5080,4684,4463,5409,4625
XLOC_008706,0,0,0,2,3,0
XLOC_008701,0,0,0,0,0,0
XLOC_008700,133,232,166,161,189,163
XLOC_008703,12,10,8,13,8,4
XLOC_008702,0,0,0,0,0,0
XLOC_008709,8,27,13,22,16,42
XLOC_008708,3226,4146,3565,3217,3696,3996
XLOC_026628,0,0,0,0,0,0
XLOC_026629,18117,16648,17584,16335,19341,17612
XLOC_026622,8512,8939,8671,7894,9398,8940
XLOC_026623,305,342,339,305,315,362
XLOC_026620,53,70,89,64,79,69
XLOC_026621,125,202,159,181,115,104
XLOC_026626,351,378,349,326,383,347
XLOC_026627,0,0,0,0,3,0
XLOC_026624,0,0,0,0,0,0
XLOC_026625,575,489,532,515,651,601
XLOC_024998,8100,7797,7781,6674,8353,7720
XLOC_024999,392,419,416,342,511,363
XLOC_014807,3466,7856,4714,4713,3704,6013
XLOC_000909,5736,5425,5291,5490,6737,6079
XLOC_000908,0,0,0,8,7,0
XLOC_015365,0,0,0,0,0,0
XLOC_015364,0,0,6,0,0,0
XLOC_015367,5,8,8,0,4,17
XLOC_015366,0,0,0,2,2,0
XLOC_015361,0,0,0,0,0,0
XLOC_015360,2938,3205,2657,2738,2755,3007
XLOC_020709,0,0,0,0,0,0
XLOC_020708,19,9,18,13,19,19
XLOC_020707,9,4,8,4,14,8
XLOC_020706,18,0,12,23,26,14
XLOC_020705,0,4,0,3,0,0
XLOC_020704,196,226,189,212,285,212
XLOC_020703,243,261,255,276,310,265
XLOC_020702,0,0,0,0,0,0
XLOC_020701,5,5,3,2,6,2
XLOC_020700,0,0,0,0,0,0
XLOC_022631,65,34,63,46,70,59
XLOC_022630,3,1,0,6,3,4
XLOC_022633,33,39,16,21,37,30
XLOC_022632,57,34,35,41,36,53
XLOC_022635,3777,4587,3952,3642,4225,4049
XLOC_022634,73,89,116,115,141,147
XLOC_022637,0,0,0,0,0,0
XLOC_022636,0,0,0,0,0,0
XLOC_022639,6,0,0,0,0,0
XLOC_022638,98,264,159,183,205,230
XLOC_027283,0,0,0,0,0,0
XLOC_027282,0,0,0,0,0,0
XLOC_027281,0,0,0,0,0,0
XLOC_027280,0,0,0,0,0,0
XLOC_027287,0,0,0,0,0,0
XLOC_027286,0,0,0,0,0,0
XLOC_027285,0,0,0,0,0,0
XLOC_027284,0,0,0,0,0,0
XLOC_027289,0,0,0,0,0,0
XLOC_027288,0,0,0,0,0,0
XLOC_014094,28,37,43,17,5,12
XLOC_014095,43,27,48,37,51,42
XLOC_014096,8482,9064,8960,8122,9254,8960
XLOC_014097,312,353,345,304,398,295
XLOC_014090,4611,4874,4826,4294,5029,4778
XLOC_014091,5485,5487,5951,6754,7750,5954
XLOC_017219,199,267,212,200,189,225
XLOC_017218,455,671,523,487,594,580
XLOC_017217,0,25,21,13,18,16
XLOC_017216,0,0,0,0,0,0
XLOC_017215,0,2,0,0,3,0
XLOC_017214,10,0,18,31,49,19
XLOC_017213,0,0,0,0,0,0
XLOC_017212,17,8,0,27,37,27
XLOC_017211,11,13,5,22,19,29
XLOC_017210,5014,5202,5126,4739,6077,5802
XLOC_023940,6476,9549,7135,6466,6627,7560
XLOC_023941,0,0,0,0,0,0
XLOC_023942,0,0,0,0,0,0
XLOC_023943,6865,7037,6189,7055,8407,7845
XLOC_023944,0,0,6,0,10,0
XLOC_023945,0,0,0,0,0,0
XLOC_023946,0,0,0,0,0,0
XLOC_023947,0,0,0,0,0,0
XLOC_023948,111,74,114,83,122,116
XLOC_023949,0,0,0,0,0,0
XLOC_014548,1981,2775,2311,2336,2247,2503
XLOC_014549,0,0,0,0,0,1
XLOC_014546,0,0,0,0,0,0
XLOC_014547,0,0,0,0,0,0
XLOC_014544,632,537,547,479,636,482
XLOC_014545,56,45,57,34,60,33
XLOC_014542,11,17,13,10,4,5
XLOC_014543,227,202,218,349,395,345
XLOC_014540,7,13,9,3,25,29
XLOC_014541,248,170,193,199,228,211
XLOC_011686,965,1093,990,872,1008,1020
XLOC_011687,2,6,2,2,8,0
XLOC_011684,3,6,4,8,0,6
XLOC_011685,63,77,93,52,77,54
XLOC_011682,0,0,7,0,0,0
XLOC_011683,0,0,0,0,0,0
XLOC_011680,1741,2006,1962,1706,2161,1883
XLOC_011681,16,22,9,26,17,21
XLOC_011688,7,4,1,2,2,2
XLOC_011689,147,234,224,201,245,196
XLOC_025629,0,0,0,0,0,0
XLOC_025628,0,0,0,3,0,3
XLOC_025627,2,4,0,3,2,0
XLOC_025626,15,31,19,10,34,10
XLOC_025625,9,0,0,0,5,0
XLOC_025624,3675,3988,3661,2350,3102,3284
XLOC_025623,10,11,9,5,8,0
XLOC_025622,0,0,0,0,0,0
XLOC_025621,0,0,0,0,0,0
XLOC_025620,0,0,0,0,0,0
XLOC_000233,0,0,0,0,0,0
XLOC_000232,36,59,61,48,75,55
XLOC_020059,918,793,1016,889,1086,970
XLOC_000239,0,6,19,23,27,30
XLOC_000238,10,27,12,35,28,46
XLOC_006422,0,0,0,4,0,0
XLOC_020058,101,105,163,148,114,118
XLOC_016101,471,526,395,492,432,536
XLOC_011734,29,18,14,28,28,28
XLOC_016103,155,348,300,271,252,259
XLOC_016104,4647,5330,5552,5365,6909,5758
XLOC_006427,843,868,858,618,754,780
XLOC_019071,67,41,67,30,39,22
XLOC_019070,83,61,92,34,36,35
XLOC_019073,5,0,0,0,0,3
XLOC_019072,70,91,88,41,42,58
XLOC_013019,2745,2080,2486,2360,3334,1990
XLOC_019074,974,838,750,973,771,770
XLOC_019077,53,60,52,28,23,29
XLOC_019076,97,101,114,97,74,89
XLOC_019079,110,71,102,78,72,67
XLOC_019078,126,151,158,111,99,91
XLOC_013017,2,0,0,0,0,1
XLOC_016107,0,0,0,0,0,0
XLOC_013011,59,79,63,84,93,108
XLOC_013010,91,89,99,176,236,184
XLOC_013013,0,0,0,0,0,0
XLOC_013012,100,79,80,144,268,201
XLOC_018300,0,0,0,0,0,0
XLOC_018301,0,0,0,0,0,0
XLOC_018302,0,0,0,0,0,0
XLOC_018303,0,0,0,0,0,0
XLOC_018304,0,0,0,0,0,0
XLOC_018305,0,0,0,0,0,0
XLOC_018306,1,1,0,1,0,1
XLOC_018307,0,0,0,0,0,0
XLOC_018308,443,884,604,582,531,650
XLOC_018309,0,0,0,0,0,0
XLOC_007021,0,0,0,0,0,0
XLOC_007020,1070,1053,1115,959,1131,1071
XLOC_007023,0,0,0,0,0,0
XLOC_007022,0,3,0,0,0,0
XLOC_007025,0,0,0,0,0,18
XLOC_007024,0,0,0,0,0,0
XLOC_007027,1639,1863,1669,1616,1771,1842
XLOC_007026,4874,4960,4629,4672,6113,5309
XLOC_007029,609,1486,979,916,877,1230
XLOC_007028,92,97,68,97,121,94
XLOC_022398,117,98,100,97,118,93
XLOC_022399,47,29,35,10,28,25
XLOC_022396,0,3,0,5,6,0
XLOC_022397,5,0,3,5,0,0
XLOC_022394,334,433,458,288,415,379
XLOC_022395,1155,1929,1461,1469,1294,1657
XLOC_022392,3202,4350,3194,3086,3279,4152
XLOC_022393,2628,3626,2792,2513,2983,3464
XLOC_022390,57,110,54,38,52,54
XLOC_022391,254,283,252,216,305,306
XLOC_012658,0,0,0,0,0,0
XLOC_012659,1897,1966,1862,1701,2508,1973
XLOC_012654,3,0,0,5,4,10
XLOC_012655,0,0,0,0,0,0
XLOC_012656,0,0,0,3,0,0
XLOC_012657,827,676,707,650,705,502
XLOC_012650,0,0,0,0,0,0
XLOC_012651,476,493,568,403,539,451
XLOC_012652,57,25,14,24,34,55
XLOC_012653,539,860,739,696,720,838
XLOC_004420,1746,4272,3865,2700,4434,3121
XLOC_004421,182,352,396,195,317,312
XLOC_004422,4,10,6,0,2,6
XLOC_004423,4,5,5,0,10,8
XLOC_004424,4,4,6,7,3,4
XLOC_004425,0,0,0,0,0,0
XLOC_004426,1411,1335,1428,1306,1480,1457
XLOC_004427,771,839,751,687,878,802
XLOC_004428,868,1940,1419,988,1317,1798
XLOC_004429,3298,7720,4537,4993,3749,5610
XLOC_000550,0,0,0,0,0,0
XLOC_000551,0,0,0,3,0,0
XLOC_000552,0,0,3,3,2,0
XLOC_000553,0,0,0,0,0,0
XLOC_000554,0,0,0,0,0,0
XLOC_000555,0,2,10,0,0,5
XLOC_000556,0,1,5,0,0,0
XLOC_000557,45,62,26,23,31,34
XLOC_000558,78,74,93,69,78,63
XLOC_000559,43,50,47,26,22,14
XLOC_014100,0,0,0,0,0,0
XLOC_000088,22,25,127,0,14,19
XLOC_000089,0,0,0,0,0,0
XLOC_000082,2270,3015,2097,2049,1915,2289
XLOC_000083,5339,5229,5418,5025,5639,5368
XLOC_000080,0,0,0,0,0,0
XLOC_000081,0,0,0,0,0,0
XLOC_000086,0,0,0,0,0,0
XLOC_000087,73,113,60,83,54,91
XLOC_000084,0,0,0,0,0,0
XLOC_000085,28,51,23,32,34,41
XLOC_011303,6492,6414,6392,5948,7127,6651
XLOC_011302,2120,2687,2723,2154,2785,2435
XLOC_011301,39,41,26,6,3,2
XLOC_011300,1882,2255,2239,72,109,87
XLOC_011307,0,0,0,0,0,0
XLOC_011306,6009,6036,5950,5338,6831,6231
XLOC_011305,0,0,0,0,0,0
XLOC_011304,0,0,0,4,0,0
XLOC_011309,2782,5203,4998,3412,4895,4802
XLOC_011308,0,0,0,0,0,0
XLOC_023117,205,113,166,198,211,194
XLOC_023116,1281,1087,1211,1227,1688,1287
XLOC_023115,2279,1682,1975,2219,2608,2048
XLOC_023114,148,119,103,165,171,180
XLOC_023113,0,0,0,0,12,0
XLOC_023112,0,0,0,0,0,0
XLOC_023111,0,0,0,0,0,0
XLOC_023110,0,0,0,0,0,0
XLOC_023119,248,286,300,264,328,329
XLOC_023118,0,0,2,1,8,0
XLOC_006868,35902,37047,35166,32077,37944,35067
XLOC_006869,0,0,0,0,0,0
XLOC_006862,17,19,28,18,31,5
XLOC_006863,0,0,0,0,0,0
XLOC_006860,1971,1994,2021,1853,1963,1854
XLOC_006861,2287,3477,2617,2723,2527,3193
XLOC_006866,738,803,742,720,938,842
XLOC_006867,1103,1948,1278,1437,1118,1383
XLOC_006864,0,0,0,0,0,0
XLOC_006865,198,261,232,302,252,251
XLOC_026107,0,0,0,0,0,0
XLOC_008595,33,80,16,56,41,61
XLOC_008596,3195,3416,3862,2670,3676,3490
XLOC_008597,0,7,5,9,13,13
XLOC_008590,4241,4004,3977,3336,3924,3571
XLOC_026102,0,0,1,0,1,0
XLOC_026101,174,99,150,129,222,192
XLOC_026100,5092,5347,5104,4875,5545,5444
XLOC_006138,0,0,0,0,0,0
XLOC_006139,0,0,0,0,0,0
XLOC_006130,2220,2051,2341,1793,1986,2081
XLOC_006131,0,1,1,0,7,0
XLOC_006132,0,0,0,0,0,0
XLOC_006133,0,2,0,0,0,0
XLOC_006134,0,0,0,0,0,0
XLOC_006135,0,0,0,0,0,0
XLOC_006136,0,0,0,0,0,0
XLOC_006137,0,0,0,0,0,0
XLOC_004387,526,540,572,519,593,535
XLOC_019538,277,644,515,342,445,497
XLOC_019539,26,45,44,34,32,35
XLOC_002936,1082,1089,1138,1016,1172,1240
XLOC_002937,25,36,26,29,31,34
XLOC_002930,0,0,0,0,0,0
XLOC_002931,22,21,17,11,10,0
XLOC_002932,6727,6501,6034,5569,6239,6479
XLOC_002933,10,32,4,14,21,13
XLOC_019530,6,7,0,7,8,6
XLOC_019531,50,45,29,66,100,106
XLOC_019532,0,0,0,0,0,0
XLOC_019533,180,342,180,294,379,416
XLOC_019534,6771,8439,7742,7412,10322,8071
XLOC_002939,0,0,0,0,0,0
XLOC_019536,3841,5986,4228,3672,4036,4424
XLOC_019537,27,71,42,60,44,37
XLOC_003049,1,0,0,0,0,0
XLOC_003048,0,0,0,0,0,0
XLOC_003047,0,5,2,1,0,0
XLOC_003046,0,2,0,0,5,0
XLOC_003045,0,0,0,0,0,0
XLOC_003044,0,0,0,0,0,0
XLOC_003043,0,0,0,0,0,0
XLOC_003042,4,3,0,0,1,1
XLOC_003041,3,0,0,0,0,0
XLOC_003040,0,0,0,0,0,0
XLOC_008983,905,832,805,802,984,707
XLOC_008982,1,2,0,0,0,0
XLOC_008981,7227,7607,7365,6198,7927,7265
XLOC_008980,11967,11334,10883,11840,14665,13015
XLOC_008987,0,0,0,0,0,0
XLOC_008986,144,231,177,194,247,204
XLOC_008985,50,47,31,33,38,48
XLOC_008984,28,187,25,188,219,196
XLOC_008989,77,91,93,94,63,73
XLOC_008988,33,45,18,33,49,15
XLOC_009588,3123,3141,2605,2973,4152,3575
XLOC_009589,0,0,0,0,0,0
XLOC_025101,0,0,0,0,0,0
XLOC_009580,0,0,0,0,0,0
XLOC_009581,0,6,4,0,0,0
XLOC_009582,212,510,366,372,256,370
XLOC_009583,138,132,156,125,180,135
XLOC_009584,1,1,3,4,2,3
XLOC_009585,0,0,0,0,0,0
XLOC_009586,152,207,201,142,186,216
XLOC_009587,0,6,3,0,15,6
XLOC_001359,0,0,0,0,0,0
XLOC_001358,6750,10864,8127,8493,8578,9528
XLOC_001355,6,2,0,2,2,0
XLOC_001354,0,0,0,0,0,0
XLOC_001357,3,0,0,0,0,0
XLOC_001356,3,15,11,5,2,12
XLOC_001351,628,699,677,685,783,681
XLOC_001350,147,153,110,82,187,148
XLOC_001353,136,217,148,121,235,243
XLOC_001352,144,187,152,172,175,164
XLOC_009632,2,6,0,6,0,0
XLOC_009633,39,35,36,46,31,79
XLOC_009630,46,84,72,86,77,108
XLOC_009631,38,45,33,21,35,39
XLOC_009636,109,116,113,121,134,142
XLOC_009637,36,66,73,62,74,82
XLOC_009634,97,118,92,106,122,116
XLOC_009635,83,102,144,123,149,155
XLOC_009638,115,128,113,103,183,158
XLOC_009639,3646,3830,3651,2818,3592,3740
XLOC_016016,3542,3678,3436,3525,4298,3581
XLOC_016017,0,0,7,5,0,3
XLOC_016014,0,0,32,0,0,66
XLOC_016015,5,8,9,12,7,22
XLOC_016012,2945,6246,4132,4030,2777,5513
XLOC_016013,0,0,0,0,0,0
XLOC_016010,4,1,6,2,4,0
XLOC_002430,635,760,640,681,837,825
XLOC_002433,0,0,0,0,0,0
XLOC_016018,1456,1368,1492,1173,1644,1444
XLOC_007577,0,0,0,0,0,0
XLOC_005420,0,0,0,0,0,0
XLOC_002435,0,0,0,0,0,0
XLOC_002434,34,81,65,74,75,63
XLOC_002437,0,15,9,16,10,17
XLOC_005424,1324,1548,1443,1074,1450,1395
XLOC_008235,185,138,188,183,195,283
XLOC_004141,0,0,0,0,0,0
XLOC_015099,9,1,10,11,7,3
XLOC_015098,4,0,0,2,4,11
XLOC_015097,116,188,138,154,178,160
XLOC_015096,541,856,592,704,658,639
XLOC_015095,10393,14374,12362,10741,12832,11810
XLOC_015094,0,0,0,0,0,0
XLOC_015093,0,0,0,0,0,0
XLOC_015092,0,0,0,0,0,0
XLOC_015091,19994,17822,20931,16757,20311,18913
XLOC_015090,0,0,0,0,0,0
XLOC_017828,9,13,10,4,5,14
XLOC_017829,0,3,3,2,0,0
XLOC_017824,0,0,0,0,0,0
XLOC_017825,23,44,13,23,30,56
XLOC_017826,4,4,7,13,8,15
XLOC_017827,0,0,0,0,0,0
XLOC_017820,0,0,0,0,0,0
XLOC_017821,0,0,0,0,0,0
XLOC_017822,0,0,0,0,0,0
XLOC_017823,0,0,0,0,0,0
XLOC_013135,0,0,0,0,0,0
XLOC_004144,11,17,9,13,6,15
XLOC_014328,6084,6445,6036,5700,6853,6795
XLOC_014329,3166,4203,3863,3408,4226,4214
XLOC_014326,0,0,6,4,0,7
XLOC_014327,0,0,0,0,0,0
XLOC_014324,0,0,2,2,6,0
XLOC_014325,1677,3597,3317,2094,3545,1974
XLOC_014322,52048,51320,61547,64279,78000,69482
XLOC_014323,708,569,657,782,1188,1049
XLOC_014320,5577,6926,5658,5813,6378,6619
XLOC_014321,756,945,734,767,862,811
XLOC_008514,1,1,2,1,0,0
XLOC_008515,778,302,803,289,276,260
XLOC_023357,874,1025,950,928,1000,1018
XLOC_026184,2154,7015,4478,4787,4413,6002
XLOC_023351,356,488,437,283,434,400
XLOC_026182,4189,3346,3592,5339,6913,6125
XLOC_026181,0,0,0,0,0,0
XLOC_008513,48,46,58,31,22,17
XLOC_008518,0,0,0,0,0,0
XLOC_008519,2258,1992,2413,595,761,665
XLOC_026189,68,68,73,74,142,85
XLOC_026188,2,0,3,2,0,0
XLOC_026459,0,0,0,0,0,0
XLOC_026458,0,0,0,0,0,0
XLOC_026451,0,0,0,4,0,0
XLOC_026450,90,64,78,73,65,78
XLOC_026453,0,0,0,0,0,0
XLOC_026452,0,0,0,0,0,0
XLOC_026455,0,0,0,0,0,0
XLOC_026454,0,0,0,1,2,0
XLOC_026457,0,0,0,0,0,0
XLOC_026456,0,0,0,0,0,0
XLOC_025191,0,0,0,0,0,0
XLOC_025190,0,0,0,6,5,0
XLOC_025193,94,97,85,118,88,106
XLOC_025192,0,0,0,0,0,0
XLOC_025195,389,405,468,339,507,396
XLOC_025194,844,1078,1061,853,891,1024
XLOC_025197,56,36,29,57,77,80
XLOC_025196,39,23,53,21,62,21
XLOC_025199,197,346,238,238,308,231
XLOC_025198,9,2,4,15,12,14
XLOC_021861,11,15,6,4,12,0
XLOC_021860,0,0,0,0,0,0
XLOC_021863,278,276,281,434,449,390
XLOC_021862,379,400,361,346,494,337
XLOC_021865,6,7,6,0,13,0
XLOC_021864,116,171,148,114,130,173
XLOC_021867,0,0,0,5,0,0
XLOC_021866,3759,6563,6517,5343,8155,6690
XLOC_021869,5070,9743,9082,7866,9283,9379
XLOC_021868,0,0,0,0,0,0
XLOC_013679,0,0,0,0,0,0
XLOC_013678,124,76,64,68,92,101
XLOC_013675,0,0,0,0,4,0
XLOC_013674,2,2,2,2,0,3
XLOC_013677,24,39,26,39,38,36
XLOC_013676,131,194,204,135,239,222
XLOC_013671,3,1,2,0,3,6
XLOC_013670,0,4,3,6,1,4
XLOC_013673,7,9,8,2,5,10
XLOC_013672,0,0,0,0,0,0
XLOC_015534,0,0,0,0,0,0
XLOC_027329,0,0,0,0,0,0
XLOC_015536,0,0,0,0,0,0
XLOC_015537,0,0,0,0,0,0
XLOC_015530,0,0,0,0,0,0
XLOC_015531,0,0,0,0,4,0
XLOC_015532,203,194,190,252,233,176
XLOC_015533,173,207,186,201,261,179
XLOC_020116,5,0,0,0,0,0
XLOC_020117,1904,1739,1906,1912,2421,2174
XLOC_027322,0,0,0,0,0,0
XLOC_020115,6174,5466,6209,5300,6055,5487
XLOC_020112,248,211,255,115,190,138
XLOC_020113,1328,1417,1306,1109,1609,1364
XLOC_020110,0,0,0,0,0,0
XLOC_020111,6370,5409,6212,3677,4001,4020
XLOC_012078,0,0,0,0,0,0
XLOC_012079,0,0,0,0,0,0
XLOC_017008,0,0,0,0,0,0
XLOC_017009,0,0,0,0,0,0
XLOC_017006,4385,4659,4087,3974,4420,4450
XLOC_017007,3837,3699,3925,3781,5105,4152
XLOC_021247,0,0,0,0,0,0
XLOC_012077,4265,4760,4301,4332,4402,4397
XLOC_021241,0,3,0,0,0,0
XLOC_017003,720,1099,1005,1248,1578,1192
XLOC_017000,620,805,720,382,460,389
XLOC_017001,28,31,21,5,9,21
XLOC_024749,18,4,13,4,7,9
XLOC_024748,7888,9059,8252,8038,9379,9755
XLOC_024747,128,140,131,98,151,126
XLOC_024746,7,24,12,8,21,12
XLOC_024745,11938,11506,11479,8479,10845,9106
XLOC_024744,230,413,254,292,218,306
XLOC_024743,130,231,160,127,177,153
XLOC_024742,27,28,40,21,24,37
XLOC_024741,141,212,157,137,187,140
XLOC_024740,3,3,8,13,8,7
XLOC_014669,0,0,0,0,0,0
XLOC_014668,3,3,6,15,11,2
XLOC_014663,413,463,360,416,435,493
XLOC_014662,25,46,29,15,15,36
XLOC_014661,0,0,0,0,0,0
XLOC_014660,0,11,0,0,13,5
XLOC_014667,7,9,23,5,9,4
XLOC_014666,2,7,8,0,0,1
XLOC_014665,19,21,25,13,13,13
XLOC_014664,0,0,0,0,0,0
XLOC_011523,3,8,0,0,14,6
XLOC_011522,12,26,15,7,11,18
XLOC_011521,2759,2626,2449,2312,2746,2580
XLOC_011520,410,423,446,433,417,372
XLOC_011527,14854,15253,14732,23528,34856,29842
XLOC_016758,3,0,6,3,3,0
XLOC_006239,6,14,3,5,5,3
XLOC_006238,2,0,0,0,0,0
XLOC_006237,7,5,6,0,5,5
XLOC_006236,10,10,3,11,5,0
XLOC_006235,3,4,8,2,1,3
XLOC_006234,2,0,0,0,0,0
XLOC_016751,0,0,0,0,0,0
XLOC_006232,0,8,8,6,16,8
XLOC_006231,4,32,30,22,35,31
XLOC_006230,2270855,2581750,2296356,2345728,2647245,2715277
XLOC_020792,0,0,0,0,0,0
XLOC_020793,0,0,0,0,0,0
XLOC_006581,5,11,5,7,7,7
XLOC_006580,0,0,0,0,0,0
XLOC_006583,8502,10839,9681,8596,9951,10199
XLOC_006582,568,772,616,470,569,551
XLOC_006585,4471,4798,4652,4562,5485,5268
XLOC_006584,0,16,6,5,6,5
XLOC_006587,315,297,403,410,478,383
XLOC_006586,178,131,143,119,160,148
XLOC_006589,516,481,533,526,587,573
XLOC_006588,975,900,1019,952,1209,991
XLOC_010692,5898,12167,5154,13662,18699,16850
XLOC_003740,0,0,0,0,0,0
XLOC_010690,0,6,0,0,0,16
XLOC_010691,2,0,0,0,0,0
XLOC_010696,78,82,64,55,70,68
XLOC_010697,151,189,147,147,186,181
XLOC_007188,0,0,0,0,0,0
XLOC_007189,0,0,0,0,0,0
XLOC_007186,16,22,16,16,14,17
XLOC_007187,3,0,0,0,0,2
XLOC_010698,879,880,811,709,826,799
XLOC_010699,1194,1170,1211,1002,1153,1033
XLOC_007182,2409,2247,2553,2287,2661,2503
XLOC_003742,0,0,0,0,0,0
XLOC_007180,2086,2115,1905,1828,1902,1799
XLOC_007181,4,0,0,0,0,1
XLOC_003743,0,3,1,3,2,0
XLOC_006996,4,11,6,2,4,0
XLOC_006997,0,0,0,0,0,0
XLOC_006994,0,0,0,0,0,0
XLOC_006995,0,3,9,0,3,6
XLOC_018177,33,39,32,21,11,31
XLOC_018176,7523,9969,8094,7851,7662,8610
XLOC_018175,0,6,6,5,0,9
XLOC_018174,873,941,797,708,942,955
XLOC_018173,21,3,10,21,6,22
XLOC_018172,2240,2729,2677,2463,2721,2636
XLOC_018171,8,10,8,11,16,9
XLOC_018170,112,122,129,127,163,169
XLOC_018179,0,0,5,0,4,0
XLOC_018178,155,136,156,118,156,122
XLOC_010344,1481,1599,1614,1425,1696,1591
XLOC_010345,3,0,4,3,2,0
XLOC_010346,2,3,7,2,19,2
XLOC_010347,0,3,5,3,0,3
XLOC_010340,7,0,14,7,11,6
XLOC_010341,7,10,13,4,4,7
XLOC_010342,0,0,0,0,0,0
XLOC_010343,0,0,0,0,0,0
XLOC_010348,0,3,3,0,0,5
XLOC_010349,0,0,0,0,0,0
XLOC_000327,172,294,206,225,281,241
XLOC_000326,0,1,0,0,0,0
XLOC_000325,3,0,0,3,3,3
XLOC_000324,0,0,0,0,0,0
XLOC_000323,0,0,0,0,0,0
XLOC_000322,1973,2309,2061,1819,1819,2016
XLOC_000321,4704,5737,4688,4488,5128,3275
XLOC_000320,141,177,177,129,153,185
XLOC_000329,2368,3375,2653,2329,2746,2812
XLOC_000328,975,1027,1053,885,1135,1080
XLOC_003669,0,0,0,0,0,0
XLOC_003668,0,0,0,0,0,0
XLOC_003667,86,87,102,95,122,89
